Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],FWI,Riesgo
-4.877,91.0,0.0,6.5693827,10.058586444854736,Bajo
-5.177,91.0,0.0,6.162207,9.78196538734436,Bajo
-5.427,90.0,0.0,6.519877,10.1183047580719,Bajo
-5.627,90.0,0.0,6.519877,10.108704767227174,Bajo
-5.7770004,90.0,0.0,6.87779,10.332000722885132,Bajo
-5.8269997,90.0,0.0,6.87779,10.329600759506224,Bajo
-5.7770004,90.0,0.0,7.6367526,10.82077265739441,Bajo
-5.477,89.0,0.0,7.6367526,10.953172666549683,Bajo
-4.427,88.0,0.0,7.6367526,11.121572675704957,Bajo
-2.277,87.0,0.0,8.473393,11.881569377899169,Bajo
-0.627,87.0,0.0,11.090103,13.64593042945862,Bajo
0.423,88.0,0.0,12.9249525,14.75997341489792,Bajo
0.923,85.0,0.0,15.39184,16.726648946762083,Moderado
1.073,83.0,0.0,15.542662,17.06697811126709,Moderado
0.723,85.0,0.0,13.661038,15.60241272830963,Moderado
-0.127,87.0,0.0,11.631956,14.018883728504182,Bajo
-0.877,88.0,0.0,9.178235,12.284687376022339,Bajo
-1.277,89.0,0.0,7.9036193,11.326634824752809,Bajo
-1.677,89.0,0.0,6.792466,10.591852207183837,Bajo
-1.927,89.0,0.0,5.315336,9.628580528259278,Bajo
-2.627,89.0,0.0,3.6,8.490303934097291,Bajo
-3.077,89.0,0.0,1.609969,7.187124053478241,Bajo
-3.527,89.0,0.0,1.609969,7.165524051189423,Bajo
-4.3269997,91.0,0.0,1.8,7.013503985404968,Bajo
-5.5270004,95.0,0.0,4.1046314,7.968086616516113,Bajo
-6.477,94.0,0.0,4.829907,8.507564058303833,Bajo
-6.5270004,92.0,0.0,5.00128,8.851528190612793,Bajo
-6.377,91.0,0.0,6.297428,9.811447723388671,Bajo
-5.8269997,89.0,0.0,7.5685663,10.892460727691649,Bajo
-5.177,84.0,0.0,10.144082,13.172292850494385,Bajo
-4.677,84.0,0.0,9.885262,13.029612426757812,Bajo
-3.827,89.0,0.0,10.233123,12.704435104370116,Bajo
-3.177,94.0,0.2,9.885262,6.921612426757813,Bajo
-2.477,96.0,1.6,9.449572,6.438628116607667,Bajo
-1.477,96.0,1.6,9.422101,6.468937057495118,Bajo
-0.37699997,97.0,0.7,6.12,4.277183927536011,Bajo
-0.477,96.0,0.1,4.3349743,8.24082744216919,Bajo
-0.37699997,96.0,0.0,4.1046314,8.097286638259888,Bajo
-0.677,97.0,0.0,3.096837,7.315867056846619,Bajo
-1.777,98.0,0.0,3.6,7.469103940963745,Bajo
-2.327,99.0,0.0,1.8,6.165503973960877,Bajo
-1.927,98.0,0.0,1.8,6.302703967094422,Bajo
-1.177,95.0,0.0,4.0249224,8.125554004669189,Bajo
-0.577,94.0,0.0,1.4399999,6.607663959026336,Bajo
0.17300001,93.0,0.0,2.52,7.4571839880943305,Bajo
1.373,90.0,0.1,4.5536795,9.178473577499389,Bajo
2.1729999,88.0,0.1,6.6185193,10.782630426406861,Bajo
2.873,85.0,0.1,9.83268,13.240149753570558,Bajo
3.023,83.0,0.2,9.504272,8.271855464935303,Bajo
3.073,85.0,0.1,11.090103,14.059530426025391,Bajo
3.173,85.0,0.1,11.480557,14.315782997131349,Bajo
3.123,86.0,0.1,10.195057,13.3675206489563,Bajo
2.973,87.0,0.0,8.78872,12.336639766693114,Bajo
2.973,87.0,0.1,8.707237,12.284164787292479,Bajo
3.423,83.0,0.1,4.73506,10.219682783126832,Bajo
3.473,82.0,0.1,6.28713,11.339615644454955,Bajo
3.723,81.0,0.0,7.7043357,12.382296186447144,Bajo
3.923,82.0,0.0,10.233123,13.902435104370117,Bajo
4.373,84.0,0.0,12.074766,14.874053413391113,Bajo
4.873,85.0,0.0,13.207634,15.50962028503418,Moderado
5.573,85.0,0.0,17.447933,18.27397297668457,Moderado
5.4230003,88.0,0.0,19.011953,18.920001976013182,Moderado
4.873,91.0,0.0,18.175545,18.000954818725585,Moderado
3.873,92.0,0.0,18.391735,17.974181385040282,Moderado
3.223,83.0,0.0,17.58481,18.485321807861325,Moderado
2.1230001,78.0,0.1,15.328561,17.569497180938722,Moderado
1.473,80.0,0.0,19.559633,20.027107818603515,Moderado
1.173,79.0,0.0,24.448214,23.278953542709353,Moderado
0.723,75.0,0.0,25.772078,24.58192194843292,Alto
0.223,68.0,0.0,24.993439,24.882478536367415,Alto
-0.17699999,68.0,0.0,23.441502,23.863831042289736,Moderado
-0.527,66.0,0.0,20.240196,22.02139037036896,Moderado
-1.477,70.0,0.0,18.0036,20.06342186355591,Moderado
-1.8770001,74.0,0.0,17.313717,19.12793767166138,Moderado
-2.127,78.0,0.0,15.158522,17.25599193954468,Moderado
-2.427,80.0,0.0,14.471821,16.56335661315918,Moderado
-2.677,82.0,0.0,14.205182,16.14364125442505,Moderado
-2.727,82.0,0.0,15.683776,17.093455680847168,Moderado
-2.877,81.0,0.0,14.869351,16.679766288757325,Moderado
-2.977,81.0,0.0,14.471821,16.418956615448,Moderado
-2.277,78.0,0.0,15.273505,17.322841358184817,Moderado
-0.977,74.0,0.0,17.227419,19.115561771392823,Moderado
0.423,70.0,0.0,21.349546,22.30941190290451,Moderado
1.223,65.0,0.0,23.411074,24.265435455322265,Alto
1.623,66.0,0.0,25.199999,25.31870326423645,Alto
1.673,69.0,0.0,25.942488,25.44526608848572,Alto
1.323,73.0,0.0,25.364037,24.58394354248047,Alto
1.073,77.0,0.0,24.74329,23.700182723999024,Moderado
1.123,78.0,0.0,26.079508,24.445107042312625,Alto
1.173,78.0,0.0,26.932714,24.99697211265564,Alto
1.123,81.0,0.0,27.51116,25.013090974807742,Alto
1.123,81.0,0.0,27.475807,24.990323831558232,Alto
1.073,80.0,0.0,26.400545,24.413455055236817,Alto
1.023,82.0,0.0,25.40743,23.535489337921142,Moderado
1.023,83.0,0.0,25.050413,23.187570056915284,Moderado
0.923,83.0,0.0,23.535301,22.207037977218626,Moderado
0.373,85.0,0.0,20.617662,20.065678604602816,Moderado
0.17300001,89.0,0.0,19.930477,19.14153128004074,Moderado
0.17300001,90.0,0.0,19.469975,18.726967589855192,Moderado
0.223,90.0,0.0,17.31746,17.343147664785384,Moderado
0.17300001,90.0,0.0,14.658676,15.628491439342499,Moderado
-0.17699999,92.0,0.0,11.592894,13.401327479362488,Bajo
0.023000002,91.0,0.0,7.42159,10.842607864379882,Bajo
-0.127,91.0,0.0,6.489992,10.23545893907547,Bajo
-0.17699999,91.0,0.0,2.52,7.676383988380432,Bajo
-0.07699999,91.0,0.0,4.198285,8.761999606609344,Bajo
0.673,86.0,0.0,6.489992,10.863858938217163,Bajo
1.023,82.0,0.0,10.163227,13.718222240447997,Bajo
0.823,81.0,0.0,13.797913,16.167359713554383,Moderado
0.523,84.0,0.0,16.575644,17.58781843948364,Moderado
0.523,91.0,0.2,18.532133,13.021797718048095,Bajo
0.323,95.0,1.3,21.218632,14.270302844047546,Bajo
0.473,95.0,1.3,22.728518,15.249869290351869,Moderado
0.473,95.0,1.0,20.140705,13.58331808948517,Bajo
0.623,95.0,0.4,19.803272,13.373211328506471,Bajo
0.573,96.0,0.4,15.629971,10.565205035209656,Bajo
0.523,97.0,0.2,11.212135,7.599719142913818,Bajo
0.473,98.0,0.0,6.792466,9.633052208900452,Bajo
0.573,98.0,0.0,6.696387,9.575977108955383,Bajo
0.523,98.0,0.0,4.8433046,8.380192184448243,Bajo
0.473,98.0,0.0,4.6102495,8.227704689979554,Bajo
0.373,98.0,0.0,4.3349743,8.045627441883088,Bajo
0.423,97.0,0.0,5.6920996,9.040016124248504,Bajo
0.423,96.0,0.0,9.3876505,11.537950915813445,Bajo
0.17300001,95.0,0.0,15.188415,15.37964298582077,Moderado
0.223,91.0,0.0,20.774214,19.451297681570054,Moderado
0.773,94.0,0.0,27.595823,23.51681419754028,Moderado
1.273,91.0,0.0,33.487743,27.689210735321048,Alto
1.623,86.0,0.0,35.66908,29.70079076576233,Alto
1.873,82.0,0.0,35.287346,29.93895475196838,Alto
2.273,79.0,0.0,32.809414,28.716366558074952,Alto
2.473,78.0,0.0,30.05515,27.0702200088501,Alto
2.773,78.0,0.0,28.036118,25.784363704681397,Alto
2.723,78.0,0.0,28.930204,26.357755630493163,Alto
2.1230001,83.0,0.0,26.183659,23.970180145263672,Moderado
1.273,86.0,0.0,24.923338,22.763733631134034,Moderado
0.823,84.0,0.0,25.721743,23.492306254386904,Moderado
0.323,79.0,0.0,30.703587,27.266613757133484,Alto
0.423,74.0,0.0,30.293522,27.59733209180832,Alto
-0.277,76.0,0.0,29.88217,27.062821301460268,Alto
-0.92700005,76.0,0.0,29.888672,27.035808685302733,Alto
-1.477,75.0,0.0,31.32207,28.05051654434204,Alto
-1.8269999,75.0,0.0,31.712711,28.285290103912352,Alto
-2.077,75.0,0.0,30.293522,27.359332096099852,Alto
-2.277,80.0,0.0,24.288662,22.89260230255127,Moderado
-2.327,80.0,0.0,23.051247,22.093306842803955,Moderado
-2.477,82.0,0.0,20.545246,20.236242504119872,Moderado
-2.727,82.0,0.0,20.570463,20.240482288360596,Moderado
-2.927,78.0,0.0,22.33161,21.837060661315917,Moderado
-3.177,74.0,0.0,22.725668,22.550834159851075,Moderado
-3.527,75.0,0.0,20.532627,21.003715858459472,Moderado
-3.577,77.0,0.0,19.959719,20.39636285018921,Moderado
-2.827,78.0,0.0,21.2522,21.146720272064208,Moderado
-1.577,75.0,0.0,23.73271,23.158169164657593,Moderado
-0.427,73.0,0.0,27.038372,25.578215594291684,Alto
0.623,70.0,0.0,31.883888,29.10312803077698,Alto
0.773,70.0,0.0,29.660152,27.678242168426515,Alto
1.123,71.0,0.0,29.5551,27.509388071060183,Alto
1.073,77.0,0.0,27.36947,25.39144306182861,Alto
0.823,81.0,0.0,25.570139,23.74867347240448,Moderado
0.673,87.0,0.0,24.29133,22.209920736312867,Moderado
0.623,90.0,0.0,23.023119,21.036792619705203,Moderado
0.523,93.0,0.0,18.671474,17.875533550262453,Moderado
0.673,95.0,0.1,18.556595,17.572751081466677,Moderado
1.223,95.0,0.1,25.96496,22.37013830566406,Moderado
1.873,93.0,0.1,32.587456,26.90222550392151,Alto
1.823,93.0,0.2,33.626774,22.5691463470459,Moderado
1.973,93.0,0.4,34.75445,23.302570930480957,Moderado
2.1230001,91.0,0.3,36.67232,24.780878936767582,Alto
2.023,90.0,0.2,37.29086,25.29241733932495,Alto
2.023,90.0,0.3,36.23861,24.614768398284912,Alto
1.673,93.0,0.5,33.12978,22.24188220024109,Moderado
1.873,92.0,0.5,33.014175,22.295032968521117,Moderado
2.073,91.0,0.5,33.588207,22.792309463500978,Moderado
2.773,90.0,0.5,43.375145,29.24669735336304,Alto
2.573,90.0,0.5,38.6208,26.17529920959473,Alto
3.223,85.0,0.1,38.479603,31.705568214416502,Alto
3.723,80.0,0.0,38.221085,32.153082481384274,Muy alto
3.723,76.0,0.0,38.221085,32.62508248138428,Muy alto
3.573,73.0,0.0,39.96,34.09174340820313,Muy alto
3.623,73.0,0.0,38.939953,33.437233631134035,Muy alto
3.373,74.0,0.0,37.883907,32.62714030838013,Muy alto
2.823,75.0,0.0,36.78347,31.774058776855465,Alto
2.223,78.0,0.0,34.651752,30.01843259429932,Alto
1.773,79.0,0.0,34.268143,29.631787899017333,Alto
1.473,77.0,0.0,37.10795,31.68222270965576,Alto
1.123,76.0,0.0,35.397354,30.68180005836487,Alto
0.873,75.0,0.0,36.217144,31.315744745254516,Alto
0.823,75.0,0.0,37.064266,31.858891436576844,Alto
0.823,76.0,0.0,35.821354,30.940455920219424,Alto
0.773,75.0,0.0,36.973244,31.797872951507568,Alto
0.623,73.0,0.0,36.457886,31.694782419204714,Alto
0.773,73.0,0.0,36.50052,31.729438106536865,Alto
0.373,68.0,0.0,41.213318,35.335280708789824,Muy alto
-0.277,65.0,0.0,41.982853,36.15366129016876,Muy alto
-0.527,65.0,0.0,39.575443,34.59128946399689,Muy alto
-0.527,63.0,0.0,32.096577,30.010899388313295,Alto
-0.92700005,65.0,0.0,28.038431,27.142253669738768,Alto
-1.177,70.0,0.0,25.099514,24.647591018676756,Alto
-1.177,68.0,0.0,25.277023,24.99790701293945,Alto
-0.577,67.0,0.0,24.442911,24.607538778305052,Alto
0.122999996,67.0,0.0,25.325686,25.20964546251297,Alto
0.823,65.0,0.0,29.237675,27.998566515922548,Alto
1.123,62.0,0.0,31.983318,30.135161005020144,Alto
1.323,64.0,0.0,28.528723,27.684001457214357,Alto
1.273,67.0,0.0,26.727423,26.167564228057863,Alto
0.923,74.0,0.0,24.490587,23.88424217796326,Moderado
0.573,79.0,0.0,23.0653,22.359557192802427,Moderado
0.473,83.0,0.0,21.707731,21.008482922554016,Moderado
0.473,86.0,0.0,21.485697,20.511492733955386,Moderado
0.573,84.0,0.0,20.545246,20.14664250469208,Moderado
0.523,86.0,0.0,17.555305,17.982720729827882,Moderado
0.673,90.0,0.1,15.1884165,15.99364421272278,Moderado
0.873,91.0,0.1,11.808878,13.708821397781373,Bajo
1.223,91.0,0.1,15.629971,16.186405036926267,Moderado
1.973,92.0,0.2,23.023117,15.86559139251709,Moderado
2.823,91.0,0.2,26.944744,18.549919204711912,Moderado
2.923,91.0,0.2,28.696312,19.682728900909424,Moderado
3.373,89.0,0.2,30.5173,21.113044971466067,Moderado
3.573,88.0,0.1,31.205997,26.68416636657715,Alto
3.523,89.0,0.1,30.659237,26.211652568817144,Alto
3.573,88.0,0.0,29.620802,25.663300437927248,Alto
4.023,87.0,0.1,26.339111,23.68949168395996,Moderado
4.123,88.0,0.1,27.609911,24.394686668395998,Alto
4.323,87.0,0.6,26.944744,19.093919204711913,Moderado
4.4230003,86.0,0.6,29.024128,20.555842422485355,Moderado
4.323,86.0,0.9,30.631746,21.58634860992432,Moderado
4.373,85.0,0.7,32.569557,22.954698837280276,Moderado
4.823,84.0,0.4,36.702347,25.755815338134767,Alto
4.9729996,83.0,0.1,37.11319,31.14559814453125,Alto
4.773,82.0,0.0,36.94168,31.14354649353027,Alto
4.123,79.0,0.3,35.010807,25.222863739013675,Alto
3.173,74.0,0.0,35.64727,31.17714601516724,Alto
2.073,72.0,0.0,33.48,29.96462370300293,Alto
2.273,81.0,0.0,33.151287,28.700532878875734,Alto
1.323,78.0,0.0,37.08175,31.540150329589842,Alto
0.473,74.0,0.0,37.212578,32.05560411548615,Muy alto
-0.227,67.0,0.0,37.022285,32.725455837249754,Muy alto
-0.877,63.0,0.0,40.10406,35.15091936683655,Muy alto
-1.377,63.0,0.0,41.780167,36.20633130836487,Muy alto
-1.127,66.0,0.0,42.354733,36.23435173988342,Muy alto
-0.827,65.0,0.0,38.344646,33.78425631523132,Muy alto
-0.677,65.0,0.0,33.75948,30.838608813285827,Alto
-0.727,66.0,0.0,31.487143,29.254823810577395,Alto
-0.877,67.0,0.0,30.513052,28.502309480667115,Alto
-1.177,67.0,0.0,26.758923,26.070250137329097,Alto
-2.077,69.0,0.0,25.922499,25.252393169403078,Alto
-1.977,71.0,0.0,23.444265,23.42521089553833,Moderado
-1.077,68.0,0.0,24.57511,24.550674505233765,Alto
0.073,63.0,0.0,27.193705,26.882249765634537,Alto
0.873,57.0,0.0,31.559088,30.43995651435852,Alto
1.223,56.0,0.0,34.139313,32.23642140960693,Muy alto
1.373,61.0,0.0,33.441265,31.204078729629515,Alto
1.173,63.0,0.0,31.63087,29.79258480644226,Alto
0.923,70.0,0.0,29.947151,27.87026936149597,Alto
0.523,75.0,0.0,28.19285,26.131299472808838,Alto
0.273,78.0,0.0,27.0024,24.99864924240112,Alto
0.17300001,80.0,0.0,25.922499,24.062393165111544,Alto
-0.37699997,79.0,0.0,23.828083,22.805189477920536,Moderado
-0.37699997,79.0,0.0,23.469128,22.57402221107483,Moderado
-0.527,80.0,0.0,23.42491,22.420345776557923,Moderado
-0.727,81.0,0.0,21.67487,21.16571998214722,Moderado
-0.977,83.0,0.0,20.275383,20.016450649261476,Moderado
-1.177,84.0,0.0,18.584509,18.799927726745608,Moderado
-1.077,83.0,0.0,18.0036,18.5486218624115,Moderado
-1.077,84.0,0.0,17.811815,18.307113027572633,Moderado
-1.027,83.0,0.0,17.377226,18.147637466430666,Moderado
-0.877,83.0,0.0,17.727943,18.3806995639801,Moderado
-0.877,83.0,0.0,16.595179,17.651199022293092,Moderado
-0.92700005,83.0,0.0,15.328561,16.83309717178345,Moderado
-1.127,89.0,0.0,11.252519,13.490526014328005,Bajo
-0.827,86.0,0.0,9.9571085,13.024681871414185,Bajo
-0.32700002,85.0,0.0,10.390226,13.445609777450562,Bajo
0.423,84.0,0.0,11.177405,14.106553050518036,Bajo
1.473,82.0,0.0,12.661564,15.348751136779786,Moderado
2.1729999,81.0,0.0,14.332341,16.57633172225952,Moderado
2.773,77.0,0.0,11.720751,15.395267520904541,Moderado
3.223,76.0,0.0,11.27553,15.248145233154297,Moderado
2.923,79.0,0.0,7.968939,12.750300609588622,Bajo
1.923,84.0,0.0,4.896529,10.133668802261353,Bajo
1.473,86.0,0.0,4.2136917,9.436321464538574,Bajo
1.173,87.0,0.0,3.7585104,9.010784665107726,Bajo
0.723,89.0,0.0,3.7585104,8.753184665679932,Bajo
0.473,89.0,0.0,2.8799999,8.175423919677733,Bajo
0.273,89.0,0.0,1.4399999,7.238463960170746,Bajo
0.273,88.0,0.0,1.484318,7.385004803657532,Bajo
-0.07699999,90.0,0.0,2.8116899,7.987032266139984,Bajo
-0.577,94.0,0.0,3.5455887,7.963663142204284,Bajo
-1.127,97.0,0.0,3.7064266,7.6868427448272705,Bajo
-0.977,97.0,0.0,4.6938257,8.329927764892577,Bajo
-0.877,95.0,0.0,5.154415,8.867347345352172,Bajo
-0.77699995,92.0,0.0,5.4477882,9.415079627990723,Bajo
-0.877,91.0,0.0,6.489992,10.19945894050598,Bajo
-0.827,90.0,0.0,5.00128,9.361128210067749,Bajo
-0.32700002,90.0,0.0,5.8048253,9.90261149597168,Bajo
-0.02700001,91.0,0.0,4.072935,8.683674206733704,Bajo
0.273,92.0,0.0,3.7064266,8.344042743682861,Bajo
0.423,92.0,0.0,4.0249224,8.55635400724411,Bajo
1.073,91.0,0.1,5.904439,9.91596269607544,Bajo
1.623,89.0,0.0,3.4152596,8.575331183433534,Bajo
2.673,88.0,0.0,3.4152596,8.74373118686676,Bajo
2.823,87.0,0.0,2.8116899,8.480232263565064,Bajo
2.523,90.0,0.0,4.73506,9.350482778549194,Bajo
1.823,94.0,0.0,6.379216,9.903719226837158,Bajo
1.173,96.0,0.0,6.849467,9.939360618591309,Bajo
0.573,97.0,0.0,4.3498964,8.182837302207947,Bajo
-0.127,98.0,0.0,5.5887027,8.82902852487564,Bajo
-0.577,99.0,0.0,5.4477882,8.598679624557494,Bajo
-0.827,100.0,0.0,3.671294,7.324617318153381,Bajo
-0.877,99.0,0.0,5.4477882,8.584279626846314,Bajo
-0.77699995,98.0,0.0,3.396233,7.385878107070923,Bajo
-0.37699997,97.0,0.0,3.8268526,7.80039704990387,Bajo
0.122999996,97.0,0.1,3.8939953,7.867636963367462,Bajo
0.373,95.0,0.0,4.6102495,8.576904690265655,Bajo
0.473,94.0,0.0,3.563818,8.025802777290345,Bajo
0.273,94.0,0.0,4.6102495,8.690104690551758,Bajo
-0.277,96.0,0.0,4.802999,8.551835368156432,Bajo
-0.577,97.0,0.0,3.671294,7.6906173181533815,Bajo
-1.527,99.0,0.0,4.452954,7.912406259536743,Bajo
-1.427,99.0,0.0,4.198285,7.753199604034424,Bajo
-0.37699997,96.0,0.0,6.12,9.39518392753601,Bajo
1.773,90.0,0.0,8.654986,11.838915229797363,Bajo
2.773,87.0,0.0,13.276144,15.216940753936768,Moderado
3.423,89.0,0.0,14.471821,15.782156620025635,Moderado
4.573,88.0,0.0,17.902534,18.164736206054688,Moderado
4.7229996,90.0,0.0,12.605142,14.524415195465087,Bajo
4.273,92.0,0.1,11.304229,13.429027324676515,Bajo
3.323,95.0,0.2,6.489992,4.929058937072754,Bajo
2.323,97.0,0.2,5.692099,4.131215814590454,Bajo
1.173,99.0,0.0,4.32,7.95638410949707,Bajo
0.573,100.0,0.0,3.2599385,7.12690438079834,Bajo
0.973,100.0,0.0,1.8,6.205903968811035,Bajo
0.873,100.0,0.0,2.6208394,6.729724547386169,Bajo
0.773,97.0,0.0,3.6,7.709503938674927,Bajo
0.973,95.0,0.0,5.495161,9.175587719917297,Bajo
1.323,94.0,0.0,6.12,9.712783924102784,Bajo
0.223,96.0,0.0,5.6920996,9.148416124105454,Bajo
0.423,96.0,0.0,6.28713,9.54121564245224,Bajo
0.623,96.0,0.0,6.519877,9.700704761505127,Bajo
0.723,96.0,0.0,6.87779,9.936000742912293,Bajo
0.923,95.0,0.0,7.6367526,10.552372676849366,Bajo
0.973,94.0,0.0,7.2805495,10.44337789440155,Bajo
-0.127,96.0,0.0,6.0347,9.352250746250153,Bajo
-0.17699999,94.0,0.0,5.5887027,9.298628525733948,Bajo
0.473,93.0,0.0,4.73506,8.89808277797699,Bajo
1.823,92.0,0.0,4.73506,9.080882776260376,Bajo
3.023,90.0,0.0,4.1046314,8.968486637115479,Bajo
3.273,92.0,0.0,2.5959969,7.772925975799561,Bajo
4.9230003,86.0,0.4,3.096837,3.882667072296143,Bajo
4.373,91.0,0.7,3.0758414,3.252745885848999,Bajo
3.773,90.0,1.0,3.096837,3.3554670562744144,Bajo
2.873,91.0,1.1,4.3349743,3.9916274375915526,Bajo
1.923,94.0,0.7,5.495161,4.339187719345093,Bajo
1.373,95.0,0.5,5.1165614,3.9509695510864256,Bajo
0.423,100.0,0.5,4.3349743,2.812027442455292,Bajo
0.523,99.0,0.4,3.671294,2.5074173192977907,Bajo
0.423,98.0,0.0,1.609969,6.293124049186707,Bajo
0.623,96.0,0.0,0.8049845,6.020314025640488,Bajo
0.773,93.0,0.0,2.7416782,7.628744785308838,Bajo
0.473,90.0,0.0,5.154415,9.52214734363556,Bajo
-0.877,89.0,0.0,8.654986,11.829715230941773,Bajo
-1.027,90.0,0.0,9.107359,11.995843154907227,Bajo
-1.177,89.0,0.0,9.826088,12.569504638671877,Bajo
-1.127,89.0,0.0,10.805999,13.20296722984314,Bajo
-1.027,90.0,0.0,11.966953,13.837421913146974,Bajo
-1.127,88.0,0.0,12.074766,14.138053407669068,Bajo
-1.377,88.0,0.0,10.8955765,13.366655252456665,Bajo
-1.327,86.0,0.0,11.928989,14.270573179244995,Bajo
-0.77699995,85.0,0.0,13.004921,15.107873100280763,Moderado
0.273,85.0,0.0,14.113653,15.87229664993286,Moderado
1.223,80.0,0.0,15.5843,17.45499322891235,Moderado
1.873,73.0,0.0,17.643673,19.638429376602172,Moderado
2.723,70.0,0.0,19.083395,20.960410385131837,Moderado
2.523,73.0,0.0,19.959719,21.16116284561157,Moderado
2.1230001,76.0,0.0,18.584509,19.90232773590088,Moderado
1.523,82.0,0.0,15.893093,17.432255962371826,Moderado
1.073,87.0,0.0,14.84318,16.144511726379395,Moderado
0.973,89.0,0.0,14.494192,15.678963726997376,Moderado
0.423,91.0,0.0,12.864649,14.367137839794157,Bajo
0.373,91.0,0.0,13.358861,14.683010464191437,Bajo
0.373,91.0,0.0,14.869351,15.65576629304886,Moderado
0.573,87.0,0.0,15.496736,16.54140170955658,Moderado
0.623,88.0,0.0,16.65754,17.173359354019166,Moderado
0.973,85.0,0.0,17.313717,17.96673767566681,Moderado
0.973,83.0,0.0,18.844202,19.188370114326478,Moderado
0.773,83.0,0.0,18.584509,19.011527729034427,Moderado
0.573,84.0,0.0,17.651016,18.282758456230162,Moderado
0.373,86.0,0.0,17.298738,17.81029158067703,Moderado
0.323,86.0,0.0,16.946787,17.581234751701352,Moderado
0.17300001,85.0,0.0,16.766108,17.575677268505096,Moderado
-0.627,92.0,0.0,12.303366,13.837271516799927,Bajo
-0.477,93.0,0.0,12.181625,13.648070735931396,Bajo
0.673,91.0,0.0,12.661564,14.248351133346558,Bajo
2.223,87.0,0.0,14.145756,15.750570716857908,Moderado
3.323,78.0,0.0,17.227419,18.849961769104006,Moderado
3.723,73.0,0.0,16.299694,18.86170697784424,Moderado
4.073,71.0,0.0,16.418526,19.19103454589844,Moderado
3.873,72.0,0.0,13.905509,17.44505178833008,Moderado
3.323,73.0,0.0,10.805998,15.304566612243653,Moderado
2.1729999,79.0,0.0,6.989936,12.08382269668579,Bajo
1.223,83.0,0.0,4.5820518,10.015545331954955,Bajo
0.673,86.0,0.0,3.7064266,9.071242742538452,Bajo
0.323,89.0,0.0,3.396233,8.500678105354309,Bajo
0.273,88.0,0.0,2.968636,8.340905607223512,Bajo
0.073,87.0,0.0,3.2399998,8.624063852548598,Bajo
-0.07699999,85.0,0.0,3.319036,8.903763188838958,Bajo
-0.277,83.0,0.0,3.096837,8.987067055702209,Bajo
-0.677,85.0,0.0,3.9763298,9.298260394096374,Bajo
-1.377,91.0,0.0,3.2599385,8.095304381370545,Bajo
-1.677,90.0,0.0,3.4152596,8.298931180000306,Bajo
-2.127,91.0,0.0,3.7064266,8.346842739105224,Bajo
-2.377,92.0,0.0,3.396233,8.017078100204468,Bajo
-2.227,90.0,0.0,3.396233,8.260278104782104,Bajo
-2.177,91.0,0.0,2.8116899,7.768232263565063,Bajo
-2.677,90.0,0.0,1.5273507,7.0351178255081175,Bajo
-2.427,90.0,0.0,1.4399999,6.990863957881928,Bajo
-1.627,91.0,0.0,2.5455842,7.623260227203369,Bajo
-0.877,89.0,0.0,3.0758414,8.236745880126954,Bajo
-0.07699999,87.0,0.0,5.5887027,10.129428525447846,Bajo
0.523,83.0,0.0,8.209263,12.317869274139404,Bajo
1.573,80.0,0.0,12.6462,15.579656913757324,Moderado
1.973,77.0,0.0,13.722565,16.646035667419433,Moderado
1.973,78.0,0.0,13.441071,16.346753440856936,Moderado
1.273,83.0,0.0,11.090103,14.209130428314209,Bajo
0.523,90.0,0.0,10.587917,13.023722759246827,Bajo
0.223,95.0,0.0,9.565437,11.760845632314682,Bajo
0.023000002,95.0,0.0,6.830519,9.989958364486693,Bajo
-0.02700001,94.0,0.0,4.6800003,8.720624196052551,Bajo
0.122999996,93.0,0.0,2.968636,7.743705606937409,Bajo
0.473,92.0,0.1,3.8939953,8.47443696308136,Bajo
1.223,90.0,0.1,6.489992,10.41825894165039,Bajo
1.523,89.0,0.0,9.0,12.167104000091552,Bajo
1.473,90.0,0.0,10.703569,13.143802703857421,Bajo
1.423,91.0,0.0,12.682018,14.297523771286011,Bajo
1.623,91.0,0.0,15.629971,16.20560503578186,Moderado
2.023,90.0,0.0,18.86139,18.42383861923218,Moderado
2.073,91.0,0.0,19.694992,18.84507888793945,Moderado
1.673,86.0,0.0,19.211996,19.104829473495485,Moderado
1.123,82.0,0.0,17.076298,18.17503975868225,Moderado
1.023,83.0,0.0,17.654688,18.42472299575806,Moderado
2.023,76.0,0.0,21.288757,21.63906371688843,Moderado
2.823,68.0,0.0,26.052162,25.689096435546872,Alto
2.973,64.0,0.0,26.341572,26.354676246643066,Alto
2.873,61.0,0.0,26.64,26.896063602447512,Alto
2.873,59.0,0.0,24.842607,25.974543224334717,Alto
2.473,58.0,0.0,23.411074,25.151435455322265,Alto
1.923,59.0,0.0,20.188908,22.931960508346556,Moderado
1.123,65.0,0.0,18.089775,20.833719156265257,Moderado
0.273,66.0,0.0,16.65754,19.752559352874755,Moderado
-0.37699997,67.0,0.0,15.119999,18.613183313369753,Moderado
-1.227,73.0,0.0,14.471821,17.446956615448,Moderado
-1.677,73.0,0.0,12.429127,16.109861618041993,Moderado
-2.027,75.0,0.0,11.043261,14.964563812255859,Bajo
-2.127,74.0,0.0,10.028439,14.424218433380126,Bajo
-2.377,74.0,0.0,9.0,13.749903995513915,Bajo
