Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],FWI,Riesgo
7.4729996,77.0,0.0,11.928989,15.75497315979004,Moderado
7.1730003,77.0,0.0,10.661107,14.924056964874268,Bajo
7.123,75.0,0.0,8.473393,13.748769382476807,Bajo
6.6730003,78.0,0.0,6.924738,12.375835243225097,Bajo
5.823,82.0,0.0,5.8603754,11.17758575820923,Bajo
5.4729996,84.0,0.0,4.379589,9.97115934753418,Bajo
7.2229996,78.0,0.0,3.9763298,10.503460372924804,Bajo
9.223,67.0,0.0,6.12,13.277983905792237,Bajo
11.723,59.0,0.0,1.1384199,11.133846373558045,Bajo
13.573,52.0,0.0,3.7064266,13.702442741394043,Bajo
15.723,48.0,0.0,5.3517847,15.337253330230713,Moderado
17.873001,45.0,0.0,9.0,18.143904052734374,Moderado
19.823,43.0,0.0,10.587918,19.49612337112427,Moderado
20.323,39.0,0.0,11.503113,20.58150863647461,Moderado
21.573,37.0,0.0,10.24578,20.067786312103273,Moderado
21.723001,36.0,0.0,14.05845,22.648345706939697,Moderado
21.423,33.0,0.0,18.35647,25.755870765686037,Alto
19.823,38.0,0.0,20.730501,26.617946754455566,Alto
18.123001,42.0,0.0,20.49156,25.91046868133545,Alto
16.023,47.0,0.0,20.780453,25.405715591430663,Alto
14.523,52.0,0.0,18.844202,23.49677010345459,Moderado
12.473,59.0,0.0,16.700275,21.19168135070801,Moderado
10.823,66.0,0.0,16.62249,20.23638751220703,Moderado
9.422999,71.0,0.0,16.575644,19.549018409729005,Moderado
8.573,70.0,0.0,16.563911,19.618662963867187,Moderado
8.023,66.0,0.0,16.62249,20.10198750305176,Moderado
7.9230003,67.0,0.0,14.764389,18.78257055664063,Moderado
7.4230003,67.0,0.0,13.324863,17.831516067504882,Moderado
6.873,67.0,0.0,10.948973,16.27504242706299,Moderado
6.773,68.0,0.0,10.446206,15.828460712432861,Moderado
7.823,64.0,0.0,10.948973,16.674642417907712,Moderado
9.123,59.0,0.0,10.464797,17.01523328781128,Moderado
9.323,64.0,0.0,4.5820518,12.646345327377318,Bajo
10.123,62.0,0.0,1.8,11.129103976249695,Bajo
11.473,56.0,0.0,2.7416782,12.508344764709474,Bajo
12.672999,50.0,0.0,6.87779,15.937600713729857,Moderado
13.672999,45.0,0.0,18.079027,23.789197471618653,Moderado
13.573,47.0,0.0,20.545246,25.136642501831055,Alto
13.773,48.0,0.0,21.2522,25.483520256042482,Alto
13.723,49.0,0.0,20.275383,24.73405062866211,Alto
13.723,50.0,0.0,20.478907,24.747119850158693,Alto
13.073,52.0,0.0,19.353138,23.754924850463865,Moderado
12.773,53.0,0.0,19.386593,23.64406979370117,Moderado
11.873,60.0,0.1,18.919704,22.474193664550782,Moderado
10.873,65.0,0.1,16.434305,20.235596549987793,Moderado
9.723,75.0,0.1,14.4,17.690303733825683,Moderado
8.973,82.0,0.2,13.783817,11.431482315063477,Bajo
8.523,85.0,0.3,13.513193,10.881600364685058,Bajo
8.173,88.0,0.6,14.57889,11.197109077453613,Bajo
7.9729996,88.0,0.6,15.463246,11.757034626007082,Bajo
7.623,89.0,0.4,15.978484,11.954047801971436,Bajo
7.4230003,88.0,0.2,15.192682,11.556391395568848,Bajo
7.1730003,84.0,0.1,18.089775,18.882119171142577,Moderado
6.9230003,80.0,0.0,18.0036,19.286621879577638,Moderado
7.323,75.0,0.0,20.523155,21.518415954589845,Moderado
7.9729996,67.0,0.0,24.490587,25.0486421585083,Alto
9.373,60.0,0.0,27.551172,27.91285894012451,Alto
10.273,55.0,0.0,28.266306,29.006605003356935,Alto
11.422999,48.0,0.0,27.595825,29.456015396118165,Alto
11.922999,39.0,0.0,28.696312,31.25072886657715,Alto
12.023,37.0,0.0,28.348713,31.267675109863283,Alto
11.922999,37.0,0.0,26.867676,30.30908717346191,Alto
11.873,33.0,0.0,26.282463,30.40181022644043,Alto
11.623,34.0,0.0,23.34455,28.37979367828369,Alto
11.223,35.0,0.0,21.518847,27.066841133117677,Alto
10.723,37.0,0.0,19.586117,25.562163192749026,Alto
10.223,39.0,0.0,17.902534,24.21793618774414,Alto
9.523,42.0,0.0,15.629971,22.366805023193358,Moderado
8.422999,49.0,0.0,9.9571085,17.834681842803956,Moderado
6.7229996,58.0,0.0,5.6920996,13.944416103363036,Bajo
5.373,66.0,0.0,3.319036,11.407363195419311,Bajo
4.6730003,70.0,0.0,1.9386592,10.012800535202025,Bajo
3.923,72.0,0.0,2.9024127,10.361457753181458,Bajo
2.773,79.0,0.0,3.0758414,9.591945878982543,Bajo
2.573,74.0,0.0,2.2768397,9.657788785934448,Bajo
2.473,74.0,0.0,2.0991426,9.538551805496216,Bajo
1.773,76.0,0.0,3.6,10.235503938674928,Bajo
2.573,74.0,0.0,5.0142193,11.42066121673584,Bajo
4.6730003,72.0,0.0,6.696387,12.840777124404907,Bajo
7.2229996,64.0,0.0,15.077082,19.304344581604003,Moderado
8.873,48.0,0.0,16.595179,22.249199028015138,Moderado
10.273,39.0,0.0,20.46941,25.873403991699217,Alto
11.473,36.0,0.0,22.539564,27.618183280944827,Alto
11.773,35.0,0.0,24.514387,29.022369300842286,Alto
11.422999,36.0,0.0,25.11758,29.27602575683594,Alto
10.723,43.0,0.0,24.633049,28.10438754272461,Alto
9.672999,50.0,0.0,25.338476,27.682282630920408,Alto
9.773,52.0,0.0,23.068108,25.98896528625488,Alto
10.172999,50.0,0.0,22.881958,26.124284927368162,Alto
10.273,51.0,0.0,22.226902,25.589228881835936,Alto
10.223,52.0,0.0,21.42227,24.95064574432373,Alto
9.823,56.0,0.0,18.998316,22.89841938018799,Moderado
9.623,55.0,0.0,15.463246,20.730234653472902,Moderado
8.523,65.0,0.1,12.88981,17.84014137649536,Moderado
7.623,71.0,0.0,11.966954,16.49462253189087,Moderado
7.073,77.0,0.0,11.200571,15.266671760559083,Moderado
6.4729996,80.0,0.0,10.97262,14.737071266174317,Bajo
5.873,84.0,0.0,10.195057,13.73552066040039,Bajo
5.4230003,87.0,0.0,9.085988,12.645680316925048,Bajo
5.1730003,90.0,0.0,9.085988,12.279680316925049,Bajo
4.823,91.0,0.0,8.854829,11.996013767242433,Bajo
4.9729996,91.0,0.0,9.387651,12.346351509094239,Bajo
6.523,83.0,0.0,14.33234,16.549131103515627,Moderado
7.823,71.0,0.0,21.175835,22.43474151611328,Moderado
8.523,62.0,0.0,22.007162,24.0657163772583,Alto
9.123,57.0,0.0,23.510508,25.652670890808103,Alto
9.922999,53.0,0.1,24.014996,26.48796112060547,Alto
10.172999,49.0,0.1,24.798223,27.476359901428225,Alto
10.172999,49.0,0.0,28.664682,29.966359428405763,Alto
9.873,52.0,0.0,26.081993,27.93470756530762,Alto
10.922999,49.0,0.1,28.576382,29.94549377441406,Alto
10.422999,58.0,0.1,25.6233,26.957709526062015,Alto
10.373,62.0,0.1,26.903828,27.307969024658206,Alto
9.773,67.0,0.3,26.111792,21.179097785949708,Moderado
9.373,69.0,0.4,27.504095,21.820541236877443,Moderado
9.422999,72.0,0.1,25.38702,25.105544921874998,Alto
9.323,73.0,0.2,22.427162,18.076596435546875,Moderado
8.723,76.0,0.1,20.65848,21.55476490020752,Moderado
8.523,78.0,0.1,20.326454,21.09534046936035,Moderado
8.173,80.0,0.0,20.326454,20.84254049682617,Moderado
7.7229996,84.0,0.1,21.273533,20.958859146118165,Moderado
7.4729996,82.0,0.5,25.651104,19.002014938354492,Moderado
6.9230003,72.0,0.1,24.84,24.63326411437988,Alto
6.123,70.0,0.0,28.082308,26.91891024017334,Alto
5.323,68.0,0.0,25.582806,25.506830825805665,Alto
5.1730003,66.0,0.0,23.40277,24.331687309265135,Alto
5.9729996,63.0,0.0,26.282465,26.57861142730713,Alto
6.9729996,57.0,0.0,29.88,29.651423439025876,Alto
7.823,51.0,0.0,29.899511,30.41278929901123,Alto
8.723,48.0,0.0,30.24214,31.030642021179197,Alto
9.623,44.0,0.0,29.899511,31.325189308166504,Alto
10.023,43.0,0.0,30.317043,31.731279876708985,Alto
10.422999,41.0,0.0,30.344814,32.004364379882816,Muy alto
10.922999,39.0,0.0,30.293522,32.231332061767574,Muy alto
11.273,39.0,0.0,32.169178,33.45605462646485,Muy alto
11.422999,39.0,0.0,30.317043,32.27047985839844,Muy alto
11.323,39.0,0.0,28.47643,31.080325492858886,Alto
10.773,41.0,0.0,26.642431,29.636829719543456,Alto
10.023,43.0,0.0,24.933735,28.264429260253905,Alto
9.323,46.0,0.0,23.377836,26.874830528259277,Alto
8.473,49.0,0.0,21.129885,25.032349739074707,Alto
7.323,56.0,0.0,16.516901,21.1803882522583,Moderado
6.373,64.0,0.0,12.879752,17.84846439743042,Moderado
5.4729996,72.0,0.0,10.464797,15.30603326034546,Moderado
4.9230003,76.0,0.0,9.673221,14.29785810470581,Bajo
4.9729996,75.0,0.0,11.246759,15.431617042541504,Moderado
4.073,80.0,0.0,9.085988,13.406880298614501,Bajo
3.723,81.0,0.0,8.161764,12.676880111694336,Bajo
3.723,80.0,0.0,8.534353,13.034827499389648,Bajo
3.973,78.0,0.0,8.089993,12.996659187316894,Bajo
5.4230003,72.0,0.0,9.693296,14.806786918640137,Bajo
7.523,61.0,0.0,15.072783,19.669976543426515,Moderado
8.473,56.0,0.0,16.075521,20.951339805603027,Moderado
9.823,47.0,0.0,17.610588,23.066722717285156,Moderado
10.073,45.0,0.0,20.150354,24.950332221984862,Alto
11.273,41.0,0.1,20.371038,25.622052742004392,Alto
12.073,35.0,0.1,19.469976,25.788168815612792,Alto
11.672999,36.0,0.0,20.833395,26.52901035308838,Alto
11.672999,39.0,0.3,22.881956,22.494283699035645,Moderado
11.422999,43.0,0.3,19.08,19.56182392120361,Moderado
12.672999,35.0,0.0,15.158522,23.040391914367675,Moderado
12.723,36.0,0.0,17.163355,24.21590451812744,Alto
11.422999,48.0,0.0,17.163355,22.737504508972165,Moderado
10.573,57.0,0.1,14.494192,19.91576372528076,Moderado
8.973,70.0,0.1,11.4862,16.36781699371338,Moderado
7.873,82.0,0.2,9.449572,8.58742812347412,Bajo
7.073,88.0,0.1,10.028439,13.213818435668946,Bajo
6.573,92.0,0.0,4.73506,9.308882776260376,Bajo
6.073,96.0,0.5,5.4477882,4.271879623413086,Bajo
5.823,97.0,0.0,4.0249224,8.225554004669188,Bajo
5.573,97.0,0.0,6.0347,9.507850744247436,Bajo
5.323,98.0,0.0,3.96,8.041744022369386,Bajo
5.073,99.0,0.0,2.8799999,7.216223917961121,Bajo
5.273,98.0,0.0,2.52,7.111983976364136,Bajo
6.4230003,93.0,0.0,1.9386592,7.382800535202026,Bajo
7.823,82.0,0.0,3.2399998,9.586063850402832,Bajo
9.823,74.0,0.0,2.0991426,9.891351800918578,Bajo
11.172999,64.0,0.0,7.771331,14.789041027069091,Bajo
12.323,58.0,0.0,11.503113,17.955508636474608,Moderado
13.373,59.0,0.2,12.57426,13.577727291107177,Bajo
13.723,52.0,0.2,15.990646,16.620680236816405,Moderado
13.323,54.0,0.8,19.33639,18.520138862609862,Moderado
13.922999,54.0,0.4,17.713316,17.50367945098877,Moderado
13.473,51.0,0.5,20.858265,19.86142658996582,Moderado
13.823,44.0,0.0,23.313995,27.285717010498047,Alto
13.273,45.0,0.0,23.510508,27.267870872497557,Alto
12.223,51.0,0.0,21.746504,25.373452445983887,Alto
10.323,62.0,0.0,19.852295,22.764381927490234,Moderado
9.023,71.0,0.1,16.299694,19.35210696411133,Moderado
8.073,75.0,0.2,14.205182,12.485641254425047,Bajo
7.023,77.0,0.0,14.408997,17.330497787475586,Moderado
6.273,80.0,0.0,15.281989,17.50270496749878,Moderado
5.573,83.0,0.0,15.484185,17.24531927871704,Moderado
5.023,85.0,0.0,15.484185,16.98291926956177,Moderado
4.523,81.0,0.0,17.771753,18.904113121032715,Moderado
3.873,75.0,0.0,16.65754,18.863359348297116,Moderado
3.323,77.0,0.0,16.65754,18.60095935058594,Moderado
3.523,75.0,0.0,17.673029,19.50053464126587,Moderado
4.623,65.0,0.0,19.443333,21.873410247802735,Moderado
5.9729996,59.0,0.0,21.626984,24.0524814453125,Alto
7.9230003,45.0,0.0,27.288855,29.444326377868652,Alto
8.773,43.0,0.0,26.795223,29.403227752685545,Alto
8.773,44.0,0.0,27.086262,29.47265655517578,Alto
9.723,44.0,0.0,28.137634,30.195340454101565,Alto
10.172999,44.0,0.1,28.835976,30.666672286987307,Alto
10.773,42.0,0.1,29.339449,31.255709098815913,Alto
10.573,42.0,0.0,32.136932,33.04768844604492,Muy alto
10.422999,42.0,0.1,31.700449,32.75939311981201,Muy alto
10.023,44.0,0.1,31.450073,32.34295115661621,Muy alto
9.573,46.0,0.0,29.96662,31.13000695037842,Alto
9.023,47.0,0.0,28.639803,30.131137077331545,Alto
8.173,49.0,0.0,26.717722,28.616516944885255,Alto
7.373,53.0,0.0,25.420181,27.270500747680664,Alto
6.273,58.0,0.0,21.647945,24.19838082885742,Alto
5.323,66.0,0.0,20.163212,22.252612411499022,Moderado
4.4729996,72.0,0.0,19.523155,21.091615936279297,Moderado
3.873,75.0,0.0,18.584509,20.104327724456788,Moderado
3.423,78.0,0.0,17.377226,18.951237468719484,Moderado
2.873,79.0,0.0,15.281989,17.457504974365236,Moderado
2.273,82.0,0.0,13.450708,15.895360202789306,Moderado
1.823,84.0,0.0,12.313893,14.905651294708251,Bajo
2.323,83.0,0.0,12.224107,14.989828769683838,Bajo
4.323,73.0,0.0,15.03835,18.07820146560669,Moderado
6.523,61.0,0.0,19.416653,22.419428314208982,Moderado
8.723,54.0,0.0,22.3229,25.222652076721193,Alto
9.823,50.0,0.0,23.444265,26.469610893249513,Alto
10.973,46.0,0.0,22.91026,26.652910934448244,Alto
11.773,43.0,0.0,22.91026,27.045310943603518,Alto
11.973,43.0,0.0,22.104116,26.53575496673584,Alto
12.473,41.0,0.0,23.14103,27.463526885986326,Alto
13.273,38.0,0.0,22.33161,27.334660652160643,Alto
13.273,39.0,0.0,23.0653,27.689157180786133,Alto
12.473,45.0,0.0,23.177402,27.01495118713379,Alto
11.973,49.0,0.0,22.392462,26.013449363708496,Alto
11.773,50.0,0.0,21.24,25.14366384124756,Alto
11.172999,52.0,0.0,21.626984,25.128081436157224,Alto
10.123,56.0,0.0,19.469976,23.216568824768068,Moderado
9.273,62.0,0.0,19.09358,22.225369667053222,Moderado
8.523,67.0,0.0,19.296133,21.729813667297364,Moderado
8.023,72.0,0.0,19.562946,21.28764141845703,Moderado
7.573,75.0,0.0,18.709612,20.36249405670166,Moderado
7.623,75.0,0.0,17.873556,19.826474159240725,Moderado
7.573,75.0,0.0,19.201874,20.67951071166992,Moderado
7.023,78.0,0.0,16.75064,18.720516708374024,Moderado
6.523,82.0,0.0,14.512064,16.782873191833495,Moderado
7.073,81.0,0.0,15.517629,17.574856861114505,Moderado
8.823,74.0,0.0,19.803272,21.244811325073243,Moderado
10.023,70.0,0.0,23.110207,23.90407704162598,Moderado
11.323,67.0,0.0,25.241108,25.692777511596677,Alto
12.773,62.0,0.0,25.212852,26.334180984497067,Alto
14.373,58.0,0.0,25.932495,27.34643086242676,Alto
15.422999,56.0,0.0,25.671307,27.464625427246094,Alto
16.073,55.0,0.0,25.346148,27.404423011779784,Alto
16.173,56.0,0.0,27.288855,28.542326377868655,Alto
17.023,53.0,0.0,28.623962,29.796935821533204,Alto
17.323,53.0,0.0,29.381382,30.299113998413088,Alto
17.173,54.0,0.0,29.427662,30.20371827697754,Alto
16.273,57.0,0.0,29.381382,29.776714035034182,Alto
15.172999,60.0,0.0,28.856194,29.031692611694336,Alto
14.023,64.0,0.0,27.0024,27.310649230957033,Alto
12.823,67.0,0.0,25.942488,26.216466087341306,Alto
11.672999,72.0,0.0,23.828083,24.209589447021486,Alto
10.873,76.0,0.0,22.007162,22.526516395568848,Moderado
10.523,78.0,0.0,20.957443,21.59769743347168,Moderado
10.323,79.0,0.0,20.598795,21.239127937316894,Moderado
10.273,79.0,0.0,19.959719,20.82516283416748,Moderado
10.273,78.0,0.0,20.240196,21.12379035949707,Moderado
9.873,81.0,0.0,18.94024,19.913419120788575,Moderado
9.573,83.0,0.0,18.25026,19.21867105102539,Moderado
10.073,82.0,0.0,18.692286,19.645335884094237,Moderado
11.223,77.0,0.0,20.617662,21.53047858428955,Moderado
12.273,73.0,0.0,23.42491,23.860745765686033,Moderado
13.573,67.0,0.0,25.199999,25.774303260803222,Alto
14.473,64.0,0.0,25.942488,26.649666069030765,Alto
15.922999,59.0,0.0,26.700743,27.79758228302002,Alto
16.723001,57.0,0.0,26.836306,28.15928488922119,Alto
17.123001,56.0,0.0,25.683926,27.554352157592774,Alto
17.673,54.0,0.0,26.400545,28.278255073547367,Alto
17.473001,53.0,0.0,26.836306,28.667284889221193,Alto
17.823,52.0,0.0,25.683926,28.059952102661136,Alto
17.473001,54.0,0.0,26.009842,28.017042266845706,Alto
16.823,56.0,0.0,26.368616,27.980892768859864,Alto
16.173,58.0,0.0,24.905132,26.77120921325684,Alto
15.273,62.0,0.0,23.042812,25.05667514038086,Alto
14.323,64.0,0.0,21.316135,23.66309519958496,Moderado
13.623,68.0,0.0,18.844202,21.565570121765138,Moderado
12.672999,74.0,0.0,15.03835,18.361001438140867,Moderado
12.123,77.0,0.0,13.896187,17.24504832458496,Moderado
11.573,80.0,0.0,13.207634,16.421220275878905,Moderado
11.073,83.0,0.0,12.43434,15.545218650817871,Moderado
11.223,82.0,0.0,12.10157,15.456115142822267,Moderado
10.723,85.0,0.0,10.966713,14.347267120361328,Bajo
10.172999,89.0,0.0,9.693296,13.028786872863769,Bajo
10.373,88.0,0.0,9.83268,13.246149765014648,Bajo
11.723,80.0,0.0,13.1041975,16.36180717086792,Moderado
13.422999,72.0,0.0,17.654686,20.3179217376709,Moderado
15.922999,59.0,0.0,23.587555,25.792689346313477,Alto
17.023,54.0,0.0,25.96496,27.96653833770752,Alto
18.073,50.0,0.0,28.036118,29.822763702392578,Alto
18.073,50.0,0.0,28.528723,30.140001457214357,Alto
18.423,49.0,0.0,30.009838,31.228639755249024,Alto
18.723001,47.0,0.0,31.845247,32.661043312072756,Muy alto
17.823,47.0,0.0,33.2781,33.54059979248047,Muy alto
16.673,51.0,0.0,34.567497,33.84377224731445,Muy alto
14.422999,52.0,0.0,36.764088,35.032376434326174,Muy alto
14.172999,52.0,0.0,38.986523,36.45162457275391,Muy alto
12.922999,54.0,0.0,37.14286,34.96830607604981,Muy alto
10.223,56.0,0.0,39.771442,36.29551289367676,Muy alto
8.823,62.0,0.0,41.476624,36.61844955444336,Muy alto
7.7229996,68.0,0.0,37.123665,33.05434414672852,Muy alto
7.573,67.0,0.0,31.92654,29.818195999145505,Alto
7.1730003,67.0,0.0,29.024128,27.92984242248535,Alto
6.6730003,68.0,0.0,25.325686,25.4060454788208,Alto
6.1730003,71.0,0.0,21.24305,22.398827972412107,Moderado
5.7229996,77.0,0.0,21.077686,21.562733963012697,Moderado
5.323,78.0,0.0,20.721119,21.19590458679199,Moderado
4.9729996,77.0,0.0,19.245697,20.346932861328128,Moderado
5.073,76.0,0.0,18.844202,20.211170112609864,Moderado
6.1730003,70.0,0.0,21.986542,22.99563690185547,Moderado
7.4230003,60.0,0.0,25.241108,26.331577529907225,Alto
8.922999,53.0,0.0,26.302181,27.912908691406248,Alto
10.422999,46.0,0.0,28.1169,29.979587242126467,Alto
11.672999,44.0,0.0,29.627363,31.248325874328614,Alto
12.373,42.0,0.0,28.943642,31.0776092376709,Alto
13.473,39.0,0.0,28.08923,30.9341678314209,Alto
14.273,38.0,0.0,29.16,31.78014389038086,Alto
14.373,38.0,0.0,31.75355,33.45518993377685,Muy alto
14.473,37.0,0.0,33.12,34.45798329162598,Muy alto
13.973,41.0,0.0,31.68,33.03462417602539,Muy alto
13.422999,43.0,0.0,29.88217,31.61442127227783,Alto
12.523,44.0,0.0,29.522196,31.22139809417725,Alto
11.523,47.0,0.0,27.021591,29.209008712768558,Alto
10.922999,52.0,0.0,24.162945,26.749240417480472,Alto
9.873,55.0,0.0,23.411074,25.860635459899903,Alto
8.773,53.0,0.0,22.007162,25.139716377258303,Alto
8.273,58.0,0.0,17.313717,21.50313766479492,Moderado
7.6730003,67.0,0.1,13.450708,17.92456021881104,Moderado
6.9230003,76.0,0.2,9.957108,9.576681274414062,Bajo
6.7229996,82.0,0.1,8.0899935,12.656659778594971,Bajo
6.9729996,85.0,0.7,12.768586,10.32767346572876,Bajo
6.873,74.0,0.2,22.065973,17.608390800476073,Moderado
6.773,74.0,0.1,23.188583,23.326551681518556,Moderado
7.1730003,74.0,0.2,22.59699,17.964765953063964,Moderado
7.873,71.0,0.2,24.95452,19.87061441802979,Moderado
8.672999,64.0,0.0,29.69727,28.789345489501954,Alto
9.073,66.0,0.8,31.883888,24.98072802734375,Alto
10.323,59.0,0.0,30.657122,30.076690345764163,Alto
11.723,50.0,0.1,34.247337,33.51798922729492,Muy alto
12.473,47.0,0.1,35.1862,34.51261625671387,Muy alto
11.823,48.0,0.4,35.690872,29.688425689697265,Alto
12.422999,45.0,0.1,40.53159,38.18864761352539,Muy alto
12.073,44.0,0.0,40.456375,38.24140957641602,Muy alto
11.223,47.0,0.0,40.076588,37.60202644348144,Muy alto
10.523,50.0,0.0,38.774857,36.37611161804199,Muy alto
9.823,52.0,0.0,36.939926,34.92481643676758,Muy alto
9.073,53.0,0.0,35.105072,33.589170379638674,Muy alto
7.773,55.0,0.0,33.541878,32.28407325744629,Muy alto
6.773,63.0,0.0,30.413074,29.277123962402342,Alto
5.873,69.0,0.0,30.259275,28.42687738800049,Alto
5.273,67.0,0.0,31.75355,29.596389915466307,Alto
4.9230003,66.0,0.0,31.06239,29.252482772827147,Alto
4.6730003,68.0,0.0,28.1169,27.10758728790283,Alto
4.823,72.0,0.0,27.0024,25.9250492401123,Alto
4.773,74.0,0.0,26.009842,25.047442184448244,Alto
4.9230003,74.0,0.0,27.36947,25.930243080139157,Alto
5.2229996,70.0,0.0,27.397867,26.434930458068845,Alto
6.323,69.0,0.0,28.521906,27.329611396789552,Alto
7.623,65.0,0.0,32.41799,30.373090621948243,Alto
9.273,60.0,0.0,32.399998,31.030702514648436,Alto
10.323,59.0,0.0,31.353085,30.524890457153322,Alto
10.723,59.0,0.0,32.169178,31.06965461730957,Alto
11.223,58.0,0.0,31.97319,31.085438537597657,Alto
11.723,57.0,0.0,35.756172,33.66367886352539,Muy alto
11.672999,59.0,0.1,35.1862,33.05821624755859,Muy alto
11.473,60.0,0.4,36.217144,28.59454472351074,Alto
11.223,62.0,0.2,33.04361,26.302788574218752,Alto
10.573,70.0,0.6,32.058193,24.69298042297363,Alto
10.473,74.0,0.6,26.208395,20.44891036224365,Moderado
10.323,76.0,0.5,24.20314,18.91432632446289,Moderado
10.172999,77.0,0.1,26.807312,25.46621290588379,Alto
10.172999,73.0,0.0,28.58545,27.083333267211916,Alto
9.523,75.0,0.0,28.880886,27.006394622802734,Alto
8.922999,77.0,0.0,27.729347,26.000003585815428,Alto
8.523,79.0,0.0,26.282465,24.813011436462403,Alto
7.9729996,81.0,0.0,25.56,24.085343635559084,Alto
7.773,81.0,0.0,25.562534,24.077376098632815,Alto
8.073,82.0,0.0,27.362366,25.132867523193358,Alto
8.023,79.0,0.0,26.121714,24.68548757171631,Alto
7.4729996,66.0,0.0,29.59235,28.428177383422852,Alto
6.773,71.0,0.0,27.059933,26.17370065307617,Alto
7.573,67.0,0.0,28.551426,27.644622299194335,Alto
8.922999,55.0,0.0,31.608328,31.09406711578369,Alto
9.873,47.0,0.0,29.250967,30.565526771545414,Alto
10.873,43.0,0.0,31.311722,32.41265284729003,Muy alto
11.523,41.0,0.0,31.875755,33.0430904083252,Muy alto
12.172999,40.0,0.0,30.96837,32.60793453216553,Muy alto
12.973,38.0,0.0,30.5173,32.59184495544433,Muy alto
13.172999,39.0,0.0,30.96837,32.773934532165526,Muy alto
13.773,39.0,0.0,34.509335,35.08311544799805,Muy alto
13.523,40.0,0.0,33.00436,33.98391195678711,Muy alto
12.873,45.0,0.0,31.70658,32.526941017150875,Muy alto
11.922999,52.0,0.0,30.855171,31.10703422546387,Alto
11.273,57.0,0.0,25.959969,27.33332374572754,Alto
11.023,61.0,0.0,22.691425,24.74438189697266,Alto
11.073,60.0,0.0,21.791153,24.28500650024414,Alto
10.172999,61.0,0.0,25.071096,26.236090065002443,Alto
9.073,70.0,0.1,17.31746,20.127947662353517,Moderado
8.723,77.0,0.1,15.124284,17.872742740631104,Moderado
8.623,81.0,0.2,18.844202,14.791570121765137,Bajo
8.773,84.0,0.1,21.096123,20.895007034301756,Moderado
8.873,84.0,0.2,20.3774,15.43694924926758,Moderado
9.073,85.0,0.1,22.065973,21.4159907913208,Moderado
9.172999,85.0,0.1,22.26477,21.548816177368167,Moderado
9.523,85.0,0.2,24.280659,17.863848205566406,Moderado
10.123,84.0,0.1,28.174456,25.518253440856938,Alto
11.273,78.0,0.0,30.413074,27.723123962402344,Alto
12.073,65.0,0.0,34.606842,31.996310272216796,Alto
12.823,62.0,0.0,36.376038,33.52567221069336,Muy alto
13.973,54.0,0.0,37.938602,35.53116395568848,Muy alto
14.273,51.0,0.0,37.374172,35.53607089233398,Muy alto
14.373,48.0,0.0,39.18712,37.0624083404541,Muy alto
14.023,49.0,0.0,39.60818,37.19877255249023,Muy alto
14.023,47.0,0.0,45.766747,41.400888748168946,Muy alto
13.073,46.0,0.0,48.02999,42.930818298339844,Extremo
11.773,42.0,0.0,47.838024,43.21679153442383,Extremo
10.922999,46.0,0.0,44.91929,40.82432585144043,Muy alto
10.073,46.0,0.0,42.45253,39.19493325805664,Muy alto
9.723,47.0,0.0,41.38121,38.370203430175785,Muy alto
9.023,53.0,0.0,39.29116,36.282611404418944,Muy alto
7.573,65.0,0.0,36.813408,33.20133868408203,Muy alto
6.873,70.0,0.0,36.57501,32.42420941162109,Muy alto
6.623,72.0,0.0,36.832767,32.34220626831055,Muy alto
6.523,74.0,0.0,37.254345,32.37290213012695,Muy alto
6.4230003,73.0,0.0,40.991024,34.89252348327637,Muy alto
6.073,69.0,0.0,45.107872,37.99897357177734,Muy alto
5.873,72.0,0.0,43.738148,36.75327114868164,Muy alto
5.9729996,72.0,0.0,43.683296,36.722746734619136,Muy alto
6.123,71.0,0.0,43.135452,36.49513526916504,Muy alto
6.873,68.0,0.0,42.46474,36.453197052001954,Muy alto
8.173,62.0,0.0,40.016712,35.64706666564942,Muy alto
9.922999,57.0,0.0,44.700928,39.33770143127442,Muy alto
10.773,52.0,0.0,47.051323,41.482155960083006,Muy alto
11.723,48.0,0.0,48.530617,42.9524211730957,Extremo
12.323,46.0,0.0,49.54024,43.8674193572998,Extremo
12.623,46.0,0.0,49.59645,43.91801832580567,Extremo
12.773,45.0,0.0,49.007618,43.664009948730474,Extremo
13.373,44.0,0.0,53.386917,46.63107862854004,Extremo
13.023,44.0,0.0,51.844997,45.621282318115234,Extremo
12.373,46.0,0.0,51.19726,44.93694061279297,Extremo
11.623,46.0,0.0,48.945435,43.45076387023926,Extremo
10.873,47.0,0.0,46.941013,42.005916595458984,Extremo
9.672999,52.0,0.0,45.010075,40.11479202270508,Muy alto
8.973,53.0,0.0,42.73702,38.499343948364256,Muy alto
7.9230003,58.0,0.0,40.39867,36.35304762268066,Muy alto
7.2229996,62.0,0.0,39.640884,35.359433532714846,Muy alto
7.123,70.0,0.0,38.60234,33.74181141662598,Muy alto
7.023,74.0,0.0,40.06365,34.20609344482422,Muy alto
6.873,76.0,0.0,36.896046,31.922957427978517,Alto
7.373,77.0,0.0,31.259945,28.19930853271484,Alto
7.4230003,80.0,0.0,31.421213,27.951565284729003,Alto
7.6730003,73.0,0.0,36.145508,31.83201104736328,Alto
7.323,76.0,0.0,34.921856,30.67317921447754,Alto
