idtitulo_real,titulo,nombre,provincia,desc_espacio,caracter
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,PRECEPTOR/A,Habilitante
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,GEOGRAFÍA,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,HISTORIA,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,MATEMÁTICA,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,PRÁCTICAS DEL LENGUAJE,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,CONSTRUCCIÓN DE LA CIUDADANÍA,Supletorio
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,GEOGRAFÍA,Supletorio
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,HISTORIA,Supletorio
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,MATEMÁTICA,Supletorio
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,PRÁCTICAS DEL LENGUAJE,Supletorio
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,BIOLOGÍA,Docente
2601,PROFESOR PARA LA ENSEÑANZA PRIMARIA,INSTITUTO DE ESTUDIOS SUPERIORES LAVALLE,CATAMARCA,BIOLOGÍA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,BIOLOGÍA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,EXPRESIÓN ORAL Y ESCRITA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,FORMACIÓN CÍVICA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,FUNDAMENTOS DE LA EDUCACIÓN,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,GEOGRAFÍA ARGENTINA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,HISTORIA Y GEOGRAFÍA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,INTROD. AL EST. DE LA CULT. Y LA SOC.,Habilitante
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,LENGUA Y LITERATURA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,LITERATURA,Supletorio
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,PRECEPTOR/A,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MAESTRO TUTOR TIFE,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MATEMÁTICA,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MATEMÁTICA,Docente
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,GEOGRAFÍA,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MATEMÁTICA,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MATEMÁTICA I – II – III - IV,Docente
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,HISTORIA,Docente
2454,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN MATEMÁTICA,"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,MATEMÁTICA,Docente
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,GEOGRAFÍA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,HISTORIA,Supletorio
2733,PROFESOR DE CIENCIAS JURIDICAS Y CONTABLES,"INSTITUTO DE ENSEÑANZA SUPERIOR ""LOLA MORA""",TUCUMÁN,MAESTRO TUTOR TIFE,Docente
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,BIOLOGÍA,Docente
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,BIOLOGÍA,Supletorio
813,PROFESOR/A DE ENSEÑANZA PRIMARIA,INSTITUTO SALESIANO DE ESTUDIOS SUPERIORES,TIERRA DEL FUEGO,MATEMÁTICA,Supletorio
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,A.C.T.P. CONTABLE,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,BIBLIOTECARIO,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,PRECEPTOR/A,Docente
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,MAESTRO TUTOR TIFE,Docente
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,ECONOMÍA,Docente
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,ADMINISTRACIÓN I Y II,Supletorio
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,DERECHO ECONÓMICO,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,LEGISLACIÓN IMPOSITIVA Y RÉGIMEN LABORAL,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,MICROECONOMÍA,Docente
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,SISTEMAS DE INFORMACIÓN CONTABLE I - II - III,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,AGROECONOMÍA,Docente
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,DERECHO ECONÓMICO,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,MATEMÁTICA FINANCIERA,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,TÉCNICA CONTABLE Y FINANZAS PÚBL.,Habilitante
2352,PROFESOR/A DE EDUCACION SECUNDARIA EN ECONOMIA,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,TÉCNICA Y PRÁCTICA CONTABLE,Habilitante
232,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DEL COMAHUE,RIO NEGRO,MAESTRO TUTOR TIFE,Docente
2852,CERTIFICACIÓN DOCENTE PARA PROFESIONALES Y TÉCNICOS SUPERIORES (LIC EN CS SOC Y HUMANIDADES),"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,PRECEPTOR/A,Docente
2852,CERTIFICACIÓN DOCENTE PARA PROFESIONALES Y TÉCNICOS SUPERIORES (LIC EN CS SOC Y HUMANIDADES),"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,HISTORIA DE LA CULTURA,Docente
2852,CERTIFICACIÓN DOCENTE PARA PROFESIONALES Y TÉCNICOS SUPERIORES (LIC EN CS SOC Y HUMANIDADES),"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,TALLER  INVESTIGACIÓN SOCIO-CULTURAL PLANIFICACIÓN Y EJECUCIÓN SOCIAL,Docente
2852,CERTIFICACIÓN DOCENTE PARA PROFESIONALES Y TÉCNICOS SUPERIORES (LIC EN CS SOC Y HUMANIDADES),"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,ASESOR PEDAGÓGICO,Docente
2852,CERTIFICACIÓN DOCENTE PARA PROFESIONALES Y TÉCNICOS SUPERIORES (LIC EN CS SOC Y HUMANIDADES),"INSTITUTO PROVINCIAL DE EDUCACIÓN SUPERIOR \""PAULO FREIRE\""",TIERRA DEL FUEGO,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Docente
2801,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR \""PADRE DANTE DARIO CELLI\""",CHACO,MAESTRO TUTOR TIFE,Docente
2485,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN INGLÉS,INSTITUTO SUPERIOR DEL PROFESORADO RÍO GRANDE,TIERRA DEL FUEGO,BIBLIOTECARIO,Habilitante
2485,PROFESOR DE TERCER CICLO DE LA EGB Y LA EDUCACIÓN POLIMODAL EN INGLÉS,INSTITUTO SUPERIOR DEL PROFESORADO RÍO GRANDE,TIERRA DEL FUEGO,MAESTRO TUTOR TIFE,Docente
200,MAESTRO MAYOR DE OBRAS,COLEGIO PROVINCIAL DE EDUCACIÓN TECNOLÓGICA “ING. FABIO CARLOS REISS”,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,MAESTRO TUTOR TIFE,Docente
2049,PROFESOR DE MATEMÁTICA,UNIDAD EDUCATIVA PRIVADA Nº 55 DON ORIONE,CHACO,ASESOR PEDAGÓGICO,Supletorio
2682,PROFESOR EN CIENCIAS POLÍTICAS,INSTITUTO MARIANO MORENO F-41,TUCUMÁN,MAESTRO TUTOR TIFE,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,MAESTRO TUTOR TIFE,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,MAESTRO TUTOR TIFE,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,BIOLOGÍA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,EXPRESIÓN ORAL Y ESCRITA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,FILOSOFÍA – PSICOLOGÍA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,FORMACIÓN CÍVICA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,FUNDAMENTOS DE LA EDUCACIÓN,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,GEOGRAFÍA ARGENTINA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,HISTORIA Y GEOGRAFÍA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,INTROD. AL EST. DE LA CULT. Y LA SOC.,Habilitante
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,LENGUA Y LITERATURA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,LITERATURA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,MATEMÁTICA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,BIBLIOTECARIO,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,PRECEPTOR/A,Habilitante
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,GEOGRAFÍA,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,HISTORIA,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,MATEMÁTICA,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,PRÁCTICAS DEL LENGUAJE,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,CONSTRUCCIÓN DE LA CIUDADANÍA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,GEOGRAFÍA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,HISTORIA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,MATEMÁTICA,Supletorio
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,PRÁCTICAS DEL LENGUAJE,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,BIOLOGÍA,Docente
2365,PROFESOR/A DE EDUCACION PRIMARIA,I.S.F.D. Y T. Nº T-003 NORMAL SUPERIOR M.T.DE SAN MARTIN DE BALCARCE,MENDOZA,BIOLOGÍA,Supletorio
834,PROFESOR/A PARA LA ENSEÑANZA PRIMARIA,"INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 3 ESCUELA NORMAL SUPERIOR \""JUAN I. GORRITI\""",JUJUY,MAESTRO TUTOR TIFE,Docente
2401,PROFESORADO DE LENGUA Y LITERATURA PARA EGB3 Y POLIMODAL,INSTITUTO SUPERIOR DEL PROFESORADO RIO GRANDE COVENIO UNIVERSIDAD TECNOLOGICA NACIONAL,TIERRA DEL FUEGO,MAESTRO TUTOR TIFE,Docente
1912,PROFESORA PARA LA ENSEÑANZA BÁSICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MAESTRO TUTOR TIFE,Docente
3015,PROFESOR DEL TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN BIOLOGÍA,"INSTITUTO DE EDUCACIÓN SUPERIOR N° 6019 \""JOAQUIN V. GONZÁLEZ\""",SALTA,MAESTRO TUTOR TIFE,Docente
3015,PROFESOR DEL TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN BIOLOGÍA,"INSTITUTO DE EDUCACIÓN SUPERIOR N° 6019 \""JOAQUIN V. GONZÁLEZ\""",SALTA,BIBLIOTECARIO,Habilitante
227,PROFESOR/A DE CIENCIA POLÍTICA,"ESCUELA NORMAL SUPERIOR \""PROFESOR VICTOR MERCANTE\""",CORRIENTES,MAESTRO TUTOR TIFE,Docente
227,PROFESOR/A DE CIENCIA POLÍTICA,"ESCUELA NORMAL SUPERIOR \""PROFESOR VICTOR MERCANTE\""",CORRIENTES,PRECEPTOR/A,Docente
227,PROFESOR/A DE CIENCIA POLÍTICA,"ESCUELA NORMAL SUPERIOR \""PROFESOR VICTOR MERCANTE\""",CORRIENTES,BIBLIOTECARIO,Habilitante
244,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,MAESTRO TUTOR TIFE,Docente
244,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRECEPTOR/A,Docente
244,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,BIBLIOTECARIO,Habilitante
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,MAESTRO TUTOR TIFE,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,BIOLOGÍA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,EXPRESIÓN ORAL Y ESCRITA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,FILOSOFÍA – PSICOLOGÍA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,FORMACIÓN CÍVICA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,FUNDAMENTOS DE LA EDUCACIÓN,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,GEOGRAFÍA ARGENTINA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,HISTORIA Y GEOGRAFÍA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,INTROD. AL EST. DE LA CULT. Y LA SOC.,Habilitante
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,LENGUA Y LITERATURA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,LITERATURA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,MATEMÁTICA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,GEOGRAFÍA,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,HISTORIA,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,MATEMÁTICA,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,PRÁCTICAS DEL LENGUAJE,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,GEOGRAFÍA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,HISTORIA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,MATEMÁTICA,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,PRÁCTICAS DEL LENGUAJE,Supletorio
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,BIOLOGÍA,Docente
712,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,BIOLOGÍA,Supletorio
1860,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN LENGUA Y LITERATURA,ISFD REPUBLICA FEDERAL DE ALEMANIA,FORMOSA,MAESTRO TUTOR TIFE,Docente
1221,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,BUENOS AIRES,MAESTRO TUTOR TIFE,Supletorio
983,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA \""PROF. A. A. ALVAREZ\""",CORRIENTES,MAESTRO TUTOR TIFE,Docente
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,MAESTRO TUTOR TIFE,Docente
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,BIOLOGÍA,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,EXPRESIÓN ORAL Y ESCRITA,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,FILOSOFÍA – PSICOLOGÍA,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,FORMACIÓN CÍVICA,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,FUNDAMENTOS DE LA EDUCACIÓN,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,GEOGRAFÍA ARGENTINA,Supletorio
3213,PROFESOR DE EDUCACION PRIMARIA,INSTITUTO DE EDUCACION SUPERIOR,CHACO,HISTORIA Y GEOGRAFÍA,Supletorio
