idtitulo_real,titulo,nombre,provincia,desc_espacio,caracter
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,A.T.T.P. INGLÉS,Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,LENGUA EXTRANJERA: INGLÉS,Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,LENGUA EXTRANJERA: INGLÉS,Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,LENGUAS EXTRANJERAS: INGLÉS,Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,ESTUDIOS INTERCULTURALES EN LENGUA I Y II (INGLÉS),Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,INGLÉS - INGLÉS TÉCNICO,Docente
462,PROFESORA DE INGLÉS,INSTITUTO DE EDUCACIÓN SUPERIOR N° 10,JUJUY,INGLÉS,Docente
466,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,BIBLIOTECARIO,Supletorio
466,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,PRECEPTOR/A,Habilitante
466,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
466,PROFESOR/A DE EDUCACIÓN PRIMARIA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""LAS GARCITAS""",LAS GARCITAS,CONSTRUCCIÓN DE LA CIUDADANÍA,Supletorio
467,CERTIFICADO DE EDUCACIÓN POLIMODAL,COLEGIO DIOCESANO MONSEÑOR MIGUEL ÁNGEL ALEMÁN,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
470,TITULO GRAD. EN EDUC. POLIMODAL - MODALIDAD CS NAT. PERFIL: SALUD HUMANA,COLEGIO DE EDUCACION POLIMODAL N° 35,CHACO,PRECEPTOR/A,Supletorio
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIBLIOTECARIO,Habilitante
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,PRECEPTOR/A,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA FINANCIERA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA I – II – III - IV,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA,Docente
476,PROFESORADO PARA LA EDUCACIÓN SECUNDARIA EN MATEMÁTICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,MATEMÁTICA FINANCIERA,Docente
471,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA (6621),BUENOS AIRES,HIGIENE INDUSTRIAL I – II,Habilitante
471,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA (6621),BUENOS AIRES,SANEAMIENTO AMBIENTAL,Habilitante
471,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA (6621),BUENOS AIRES,SEGURIDAD EN EL TRABAJO I – II – III,Habilitante
471,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR EZEQUIEL MARTINEZ ESTRADA (6621),BUENOS AIRES,PRECEPTOR/A,Habilitante
478,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE N° 159,BUENOS AIRES,PRECEPTOR/A,Habilitante
464,POLIMODAL MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADOS CON T.T.P. ELECTRÓNICA ORIENTACIÓN TELECOMUNICACIÓN,COLEGIO TÉCNICO PROVINCIAL OLGA B. DE ARKO,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
481,POLIMODAL MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADO CON T.T.P. INFORMÁTICA PROFESIONAL Y PERSONAL ITINERARIO: PROGRAMACIÓN BÁSICA,COLEGIO TÉCNICO PROVINCIAL OLGA B. DE ARKO,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
484,POLIMODAL MODALIDAD CIENCIAS NATURALES,COLEGIO PROVINCIAL DR. JOSÉ MARÍA SOBRAL,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,BIBLIOTECARIO,Habilitante
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,PRECEPTOR/A,Docente
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MATEMÁTICA,Docente
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MATEMÁTICA,Docente
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MATEMÁTICA,Docente
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MATEMÁTICA,Docente
485,PROFESORADO DEL TERCER CICLO DE LA E.G.B. Y POLIMODAL EN MATEMÁTICA,INSTITUTO DE ENSEÑANZA SUPERIOR AGUILARES,TUCUMAN,MATEMÁTICA,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,BIBLIOTECARIO,Habilitante
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRECEPTOR/A,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRODUCCIÓN ORAL Y ESCRITA,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE COMPRENSIÓN Y PRODUCCIÓN DE TEXTOS,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,LENGUA Y LITERATURA,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,LITERATURA,Docente
486,PROFESOR/A EN LETRAS,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,EXPRESIÓN ORAL Y ESCRITA,Docente
490,TÉCNICO/A EN PLÁSTICA MURAL,CENTRO POLIVALENTE DE ARTE INÉS MARÍA BUSTELO,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
491,POLIMODAL MODALIDAD CIENCIAS NATURALES - OPCIÓN 2,ESCUELA PROVINCIAL DE EDUCACIÓN SECUNDARIA Nº 87,FORMOSA,PRECEPTOR/A,Supletorio
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,PRECEPTOR/A,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,PRÁCTICAS DEPORTIVAS I – II - III,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,PRÁCTICAS GIMNÁSTICAS,Docente
489,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DEL PROFESORADO EN EDUCACIÓN FÍSICA CLUB ATLÉTICO QUILMES,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,TALLER DE COMPOSICIÓN COREOGRÁFICA,Habilitante
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,LENGUAJES ARTÍSTICOS – DANZA,Habilitante
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,LENGUAJES ARTÍSTICOS – DANZA,Habilitante
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,LENGUAJES ARTÍSTICOS – DANZA,Habilitante
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,LENGUAJES ARTÍSTICOS – DANZA,Habilitante
469,MAESTRA NACIONAL DE DANZA CLÁSICA,CENTRO POLIVALENTE DE ARTE - ESCUELA Nº 004,BUENOS AIRES,PRECEPTOR/A,Supletorio
493,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,"ESCUELA NORMAL SUPERIOR ""DR. ALEJANDRO CARBÓ""",CÓRDOBA,PRECEPTOR/A,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,PSICOLOGÍA,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,FILOSOFÍA – PSICOLOGÍA,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,FILOSOFÍA,Supletorio
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,PSICOLOGÍA,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,FILOSOFÍA – PSICOLOGÍA,Habilitante
475,LICENCIADA EN PSICOLOGÍA,UNIVERSIDAD CATÓLICA DE SALTA,SALTA,PSICOLOGÍA GENERAL,Habilitante
497,TÉCNICO/A SUPERIOR EN COMUNICACIÓN SOCIAL,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11,TIERRA DEL FUEGO,PRECEPTOR/A,Habilitante
497,TÉCNICO/A SUPERIOR EN COMUNICACIÓN SOCIAL,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11,TIERRA DEL FUEGO,COMUNICACIÓN I,Habilitante
497,TÉCNICO/A SUPERIOR EN COMUNICACIÓN SOCIAL,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11,TIERRA DEL FUEGO,COMUNICACIÓN II,Habilitante
497,TÉCNICO/A SUPERIOR EN COMUNICACIÓN SOCIAL,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11,TIERRA DEL FUEGO,INTRODUCCIÓN A LA COMUNICACIÓN,Habilitante
498,PERITO MERCANTIL - ESPECIALIDAD: AUXILIAR EN ADMINISTRACIÓN,"ESCUELA NACIONAL SUPERIOR DE COMERCIO Y SECCIÓN BACHILLERATO ANEXA ""TTE. GENERAL PEDRO EUGENIO ARAMBURU""",MENDOZA,PRECEPTOR/A,Supletorio
503,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE N° 88,BUENOS AIRES,PRECEPTOR/A,Habilitante
504,TÉCNICO/A EN COMPUTACIÓN,"ESCUELA TÉCNICA PROVINCIAL N° 1 ""GRAL. A. VARGAS BELMONTE""",JUJUY,PRECEPTOR/A,Supletorio
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,MAESTRO ESPECIAL MÚSICA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,PRECEPTOR/A,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,AYUDANTE DE CÁTEDRA MÚSICA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJES ARTÍSTICOS – MÚSICA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJES ARTÍSTICOS – MÚSICA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,PROYECTO DE INTEGRACIÓN E INTERVENCIÓN COMUNITARIA (B.O. MÚSICA),Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJES ARTÍSTICOS – MÚSICA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJE MUSICAL,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJE MUSICAL,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,MÚSICA LATINOAMERICANA,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,MÚSICA Y CONTEXTO,Docente
507,PROFESOR/A DE MÚSICA - ORIENTACIÓN EN EDUCACIÓN MUSICAL,"ESCUELA DE ARTE ""LEOPOLDO MARECHAL""",BUENOS AIRES,LENGUAJES ARTÍSTICOS – MÚSICA,Docente
509,PERITO COMERCIAL ESP. EN ADMINISTRACIÓN DE EMPRESAS,C.E.N.M.A. Nº 135,LA PAMPA,PRECEPTOR/A,Supletorio
510,CERTIFICADO DE EDUCACIÓN POLIMODAL - MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADO CON TTP EQUIPOS E INSTALACIONES ELECTROMECÁNICAS ITINERARIO: OPERACIÓN DE MAQUINAS - HERRAMIENTAS,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,MATEMÁTICA,Docente
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,MATEMÁTICA FINANCIERA,Docente
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,PRECEPTOR/A,Docente
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,MATEMÁTICA,Docente
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,MATEMÁTICA,Docente
514,PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA,"INSTITUTO DE EDUCACIÓN SUPERIOR ""RENE FAVALORO""",CHACO,MATEMÁTICA,Docente
516,BACHILLER Y AUXILIAR TÉCNICO EN ADMINISTRACIÓN DE EMPRESAS,BACHILLERATO ORIENTADO PROVINCIAL Nº 5,MISIONES,PRECEPTOR/A,Supletorio
517,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 41 - ALTE. BROWN,BUENOS AIRES,BIBLIOTECARIO,Supletorio
517,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 41 - ALTE. BROWN,BUENOS AIRES,PRECEPTOR/A,Habilitante
517,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 41 - ALTE. BROWN,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
517,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 41 - ALTE. BROWN,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Supletorio
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Supletorio
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,BIBLIOTECARIO,Habilitante
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,PRECEPTOR/A,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,SOCIOLOGÍA,Habilitante
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,ESTÉTICAS CONTEMPORÁNEAS,Habilitante
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA DEL ARTE,Habilitante
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,ECONOMÍA,Habilitante
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,INTROD. AL EST. DE LA CULT. Y LA SOC.,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,FORMACIÓN CÍVICA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA DE LA CULTURA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,HISTORIA Y GEOGRAFÍA,Docente
515,PROFESORA DE EDUCACIÓN SECUNDARIA EN HISTORIA,INSTITUTO DE EDUCACIÓN SUPERIOR DE CHARATA,CHACO,CIENCIAS POLÍTICAS,Habilitante
519,BACHILLER CON ORIENTACIÓN EN CIENCIAS NATURALES,ESCUELA MODELO DE EDUCACIÓN INTEGRAL,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,A.T.T.P. INGLÉS,Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,LENGUA EXTRANJERA: INGLÉS,Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,LENGUA EXTRANJERA: INGLÉS,Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,LENGUAS EXTRANJERAS: INGLÉS,Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,ESTUDIOS INTERCULTURALES EN LENGUA I Y II (INGLÉS),Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,PRÁCTICAS DISCURSIVAS: SISTEMA ESCRITO I Y II,Docente
524,PROFESOR/A DE INGLÉS,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y/O TÉCNICA Nº 3,BUENOS AIRES,INGLÉS,Docente
525,POLIMODAL CON ORIENTACIÓN EN HUMANIDADES Y CIENCIAS SOCIALES,COLEGIO PROVINCIAL KLOKETEN/NO USAR,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
409,TÉCNICO/A SUPERIOR EN GESTIÓN HOTELERA,CENTRO EDUCATIVO DE NIVEL TERCIARIO N° 11,TIERRA DEL FUEGO,PRECEPTOR/A,Habilitante
525,POLIMODAL CON ORIENTACIÓN EN HUMANIDADES Y CIENCIAS SOCIALES,COLEGIO PROVINCIAL KLOKETEN,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
