IDENTIFI,W_PERS,REGION,POB_URB,PRVNC,AGL_URB,BHCV01,BHCV02,BHCV03,BHCV04,BHCV05,BHCV06,BHCV07,BHCV08,BHCV09,BHCV10,BHCV11,BHHO01,BHHO02,BHHO03,CNTDDCOMP,CNTDD1665,TIPO_H,RANGOING,NBI_TOTAL,NBI_1,NBI_2,NBI_3,NBI_4,BHCH04J,BHCH05J,GRUPEDAD_J,BHCH07J,NIVINSTR_J,COB_SALUD_J,CONDACT_J,CAT_OCUP_J,BHSL12,BHSL13,BHCH03,BHCH04,BHCH05,GRUPEDAD,BHCH07,NIVINSTR,COB_SALUD,CONDACT,CAT_OCUP,BISL12,BISL13,BISG01,BISG02,BISG03,BISG04,BIAC01,BIAC02,BIAC03,BIAC04,BIAC05,BIAC06,BIAC07_01,BIAC07_02,BIAC07_03,BIAC07_04,BIAC07_05,BIAC07_06,BITA01,BITA02,BITA03,BITA04,BITA05,BITA06,BITA07,BITA08,BITA09_01,BITA09_02,PV_TA,P1A_TA,P1M_TA,BIBA01,BIBA02,BIBA03,BIBA04,BIBA05,BIBA06,BIBA07_01,BIBA07_02,BIBA07_03,BIBA08_01,BIBA08_02,BIBA08_03,BIBA08_04,BIBA09_01,BIBA09_02,BIBA09_03,BIBA09_04,BIBA14_01,BIBA14_02,PV_BA,P1A_BA,P1M_BA,ABU_C,ABU_V,ABU_W,AB_ES,AB_FS,AB_TC,CE_EXC_C,CE_EXC_V,CE_EXC_W,CE_EXC_ES,CE_EXC_FS,CE_EXC_TC,BITR01,BITR02,BITR03,BITR04,BITR05,BITR06,BITR07_01,BITR07_02,BITR07_03,BITR07_04,BITR07_05,BITR07_09,BITR08,BITR09_01,BITR09_02,PV_TR,P1A_TR,P1M_TR,BIES01,BIES02,BIES03,BIES04,BIES05,BIES06,BIES07_01,BIES07_02,BIES07_03,BIES07_04,BIES07_05,BIES07_09,BIES08,BIES09_01,BIES09_02,PV_ES,P1A_ES,P1M_ES,BIMA01,BIMA02,BIMA03,BIMA04,BIMA05,BIMA06,BIMA07,BIMA08,BIMA09,BIMA10,BIMA11,BIMA12,BIMA13,BIMA14,BIMA15,BIMA16,BIMA17_01,BIMA17_02,PV_MA,P1A_MA,P1M_MA,BICO01,BICO02,BICO03,BICO04,BICO05,BICO06,BICO07,BICO08,BICO09,BICO10,BICO11,BICO12,BICO13,BICO14,BICO15,BICO16,BICO17_01,BICO17_02,PV_CO,P1A_CO,P1M_CO,BIPB01,BIPB02,BIPB03,BIPB04,BIPB05,BIPB06,BIPB07,BIPB08,BIPB09,BIPB10,BIPB11,BIPB12,BIPB13,BIPB14,BIPB15,BIPB16,BIPB17_01,BIPB17_02,PV_PB,P1A_PB,P1M_PB,BIEX01,BIEX02,BIEX03,BIEX04,BIEX05,BIEX06,BIEX07,BIEX08,BIEX09,BIEX10,BIEX11,BIEX12,BIEX13,BIEX14,BIEX15,BIEX16,BIEX17_01,BIEX17_02,PV_EX,P1A_EX,P1M_EX,BIIN01,BIIN02,BIIN03,BIIN04,BIIN05,PV_IN,P1A_IN,P1M_IN,BIOD01_01,BIOD01_02,BIOD01_03,PV_ANX,P1A_ANX,P1M_ANX,BIOD02_01,BIOD02_02,BIOD02_03,PV_OA,P1A_OA,P1M_OA,BIOD03_01,BIOD03_02,BIOD03_03,PV_CK,P1A_CK,P1M_CK,BIOD04_01,BIOD04_02,BIOD04_03,PV_AL,P1A_AL,P1M_AL,BIOD05_01,BIOD05_02,BIOD05_03,BIBA10,BIBA11,BIBA12,BIBA13,BIIM01,BIIM02,BIIM03,BIIM04,BIDT01,BIDT02_01,BIDT02_02,BIDT02_03,BIDT02_04,BIDT02_05,BIDT02_06,BIDT02_07,BIDT02_08,BIDT02_09,BIDT02_10,BIDT02_11,BIDT02_12,BIDT02_13,BIDT03,CLUSTER_KMEANS,CLUSTER_DBSCAN
27301915012,1518,2,2,6,7,1,4,1,3,1,1,1,1,1,1.0,1.0,1.0,4,2,3,3,4,99,0,0,0,0,0,2,45,4,2,5,3,1,3.0,2.0,,3,2,17,2,6,4,3,3,,,,3,2,2,2,2,,2,2,,9,3,3,3,3,3,3,2,,,,,,,,3,3,2,2,2,1,3.0,13.0,1.0,2.0,,0.0,0.0,0.0,888.0,888.0,888.0,2.0,888.0,888.0,888.0,1.0,3,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
60617386843,1748,2,2,6,7,1,3,1,3,1,1,1,1,1,1.0,1.0,1.0,3,3,4,3,6,5,0,0,0,0,0,2,49,4,4,4,8,3,,,,3,2,16,2,6,4,8,3,,,,3,2,2,2,1,2.0,2,2,,2,1,1,1,2,3,3,2,,,,,,,,1,3,2,2,2,1,3.0,14.0,1.0,2.0,,0.0,0.0,1.0,888.0,888.0,888.0,2.0,888.0,888.0,888.0,2.0,1,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
16912389416,1618,2,2,6,7,1,4,1,3,1,1,1,1,1,1.0,1.0,1.0,4,3,4,3,6,15,0,0,0,0,0,2,50,5,4,7,1,1,2.0,3.0,,3,1,18,2,6,6,1,3,,,,3,2,2,2,2,,2,2,,2,3,3,2,2,2,2,2,,,,,,,,2,3,2,2,2,1,3.0,16.0,1.0,2.0,,5.0,0.0,0.0,888.0,888.0,888.0,2.0,2.3,888.0,888.0,2.0,2,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
53741295240,2157,2,2,6,7,1,6,1,3,1,1,1,1,1,1.0,1.0,1.0,6,4,5,4,4,16,0,0,0,0,0,1,54,5,2,7,3,1,2.0,2.0,,3,1,16,2,6,6,3,3,,,,1,2,1,2,1,2.0,2,1,2.0,2,9,9,1,2,9,9,1,3.0,14.0,3.0,,,2.0,,2,3,1,2,2,1,3.0,10.0,1.0,2.0,,0.0,0.0,2.0,888.0,888.0,888.0,2.0,888.0,888.0,888.0,2.0,2,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,9,3,2,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,1.0,0.0,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,1,0
95362629739,3274,2,2,6,7,3,2,1,3,1,1,1,1,1,1.0,1.0,1.0,2,2,2,1,8,4,0,0,0,0,0,2,77,6,5,3,3,3,,,,8,1,16,2,6,4,5,3,,,,2,2,2,2,1,2.0,1,1,2.0,1,3,3,1,1,1,1,1,3.0,13.0,1.0,30.0,20.0,1.0,3.0,1,2,1,1,1,1,3.0,13.0,1.0,1.0,1.0,3.0,0.0,0.0,888.0,888.0,888.0,2.0,3.0,888.0,888.0,1.0,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,1,3.0,13.0,1.0,3.0,,,,,,,,,,,,1,2,1,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,1,1
94568413585,2548,2,2,6,7,1,3,1,4,1,1,1,1,1,1.0,2.0,1.0,3,2,7,5,4,10,0,0,0,0,0,1,44,4,2,3,3,1,3.0,3.0,,3,2,20,2,6,3,3,1,2.0,2.0,,1,2,2,2,1,2.0,2,2,,2,1,3,1,1,1,3,2,,,,,,,,2,3,2,2,2,1,3.0,15.0,3.0,,,,,,,,,,,,,,1,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,2,0
71480195538,2548,2,2,6,7,1,5,2,4,2,1,1,1,1,1.0,2.0,1.0,5,4,8,4,7,6,0,0,0,0,0,1,73,6,3,2,3,1,2.0,1.0,1.0,3,2,17,2,1,4,3,3,,,,3,2,2,2,1,2.0,2,1,2.0,2,3,3,1,1,3,3,1,3.0,16.0,2.0,,,2.0,,2,3,1,1,2,1,2.0,16.0,2.0,,,,,,,,,,,,,,3,3,1,1,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,70.0,2.0,2.0,1.0,888,,,,2.0,,,,,,,,,,,,,,,1,0
90487124766,1958,2,2,6,7,1,2,2,4,1,1,2,1,1,1.0,1.0,1.0,2,2,6,4,5,99,0,0,0,0,0,2,46,4,1,3,8,1,4.0,1.0,2.0,3,2,23,2,6,4,8,1,4.0,3.0,,3,2,2,2,2,,2,2,,2,2,1,1,1,1,1,1,3.0,14.0,2.0,,,2.0,,3,3,1,1,2,1,3.0,17.0,2.0,,,,,,,,,,,,,,3,3,1,1,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
95335977050,1310,2,2,6,7,3,4,1,4,1,1,1,1,1,1.0,1.0,1.0,4,3,4,2,6,3,0,0,0,0,0,2,38,4,6,3,8,1,4.0,1.0,1.0,3,1,19,2,6,2,5,1,2.0,1.0,1.0,5,2,2,2,1,2.0,1,1,2.0,1,1,1,1,1,1,1,1,3.0,11.0,1.0,30.0,20.0,1.0,8.0,1,2,1,1,1,1,3.0,11.0,1.0,2.0,,3.0,1.0,0.0,888.0,888.0,888.0,2.0,2.3,1.0,888.0,2.0,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,1,3.0,12.0,1.0,3.0,,,,,,,,,,,,1,3,1,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,7.0,0.0,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,1,-1
40117187170,1415,2,2,6,7,1,2,1,2,1,2,1,1,1,1.0,2.0,1.0,2,2,5,2,4,5,0,0,0,0,0,1,35,4,1,2,8,1,2.0,1.0,2.0,2,2,23,2,1,2,8,3,,,,3,2,2,2,1,2.0,2,2,,2,2,2,1,1,1,9,1,3.0,13.0,1.0,30.0,5.0,1.0,10.0,2,3,1,1,1,1,3.0,15.0,3.0,,,,,,,,,,,,,,1,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,9,9,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,9,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,2,0
42986326658,3830,2,2,6,7,3,2,1,3,1,1,1,1,1,1.0,1.0,1.0,2,1,3,2,4,10,0,0,0,0,0,1,26,3,2,6,3,1,3.0,3.0,,2,2,24,2,2,4,1,1,3.0,1.0,2.0,3,2,2,2,1,2.0,1,1,2.0,2,3,3,1,2,3,3,1,3.0,15.0,1.0,30.0,2.0,1.0,4.0,3,3,1,1,1,1,3.0,17.0,2.0,,,,,,,,,,,,,,1,3,1,1,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,1,3.0,18.0,5.0,3.0,,,,,,,,,,,,1,1,1,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2.0,0.0,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,1,1
45897174294,1845,2,2,6,7,3,2,1,4,1,1,1,1,1,1.0,1.0,1.0,2,1,4,4,8,7,0,0,0,0,0,1,27,3,6,3,5,1,3.0,2.0,,5,2,18,2,6,4,5,3,,,,3,2,1,2,1,2.0,1,1,2.0,3,1,9,1,1,2,3,1,3.0,16.0,1.0,18.0,3.0,1.0,1.0,3,3,1,1,1,1,3.0,12.0,1.0,2.0,,30.0,30.0,15.0,3.0,6.0,888.0,2.0,9.0,12.0,1.0,1.0,2,3,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,1,3.0,14.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,2,3,1,1,1,1,3.0,15.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3,3,1,1,1,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1,1
56159714943,1845,2,2,6,7,3,3,1,1,1,1,1,1,1,1.0,2.0,1.0,3,2,4,4,6,6,0,0,0,0,0,2,53,5,6,5,3,1,3.0,1.0,2.0,3,2,18,2,6,4,3,3,,,,2,2,2,2,1,2.0,1,1,2.0,2,1,1,1,1,1,1,1,3.0,14.0,3.0,,,1.0,99.0,2,3,1,2,2,1,3.0,14.0,3.0,,,,,,,,,,,,,,2,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,1,3.0,14.0,6.0,3.0,,,,,,,,,,,,2,3,1,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1,1
99505086765,1095,2,2,6,7,1,2,1,3,1,1,1,1,1,1.0,1.0,1.0,2,1,3,2,4,5,0,0,0,0,0,1,23,2,1,3,8,1,3.0,2.0,,2,2,17,2,1,2,3,3,,,,2,2,2,2,1,2.0,1,1,2.0,2,1,1,1,1,1,1,1,3.0,13.0,3.0,,,1.0,3.0,2,3,1,2,2,1,3.0,13.0,3.0,,,,,,,,,,,,,,2,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3,2,2,2,2,,,,,,,,,,,,,1,3,2,2,2,1,3.0,15.0,2.0,3.0,,,,,,,,,,,,1,3,1,2,2,1,3.0,15.0,3.0,3.0,,,,,,,,,,,,3,3,1,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,1,1
81315011126,1522,2,2,6,7,3,3,2,6,1,1,1,1,1,2.0,2.0,1.0,3,2,3,3,4,7,1,0,0,1,0,1,29,3,1,8,8,1,2.0,3.0,,3,1,17,2,6,2,8,2,,,,3,2,2,2,1,2.0,1,1,2.0,1,2,2,2,1,3,3,1,3.0,12.0,1.0,30.0,10.0,1.0,5.0,2,2,1,1,1,1,3.0,10.0,3.0,,,,,,,,,,,,,,3,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,1,3.0,12.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1,1,1,1,1,3.0,15.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,3,1,1,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,1,3.0,16.0,6.0,3.0,1,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,1,15.0,3.0,1,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,1,1
59235066558,2401,2,3,6,8,1,3,1,3,1,1,1,1,1,1.0,1.0,1.0,3,3,3,2,4,7,0,0,0,0,0,2,24,2,1,5,3,1,3.0,3.0,,2,1,23,2,1,3,3,1,3.0,3.0,,2,2,2,1,2,,2,2,,2,3,3,1,3,3,3,1,3.0,19.0,1.0,15.0,3.0,1.0,10.0,2,2,1,1,1,1,3.0,16.0,1.0,2.0,,0.0,0.0,0.0,888.0,888.0,888.0,2.0,3.0,888.0,888.0,1.0,2,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,0,2
55721301069,1713,2,3,6,8,1,4,1,2,1,1,1,1,1,1.0,1.0,1.0,4,2,2,1,8,4,0,0,0,0,0,2,78,6,5,3,3,3,,,,8,2,19,2,6,7,8,3,,,,3,2,1,2,1,1.0,2,1,1.0,2,2,2,1,2,2,1,1,2.0,18.0,1.0,10.0,2.0,2.0,,2,3,1,1,1,1,3.0,18.0,1.0,2.0,,4.0,0.0,1.0,888.0,888.0,888.0,2.0,3.0,888.0,1.0,2.0,2,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,3.0,0.0,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,1,0
88662392561,2823,2,3,6,8,1,3,1,4,1,1,1,1,1,1.0,1.0,1.0,3,2,3,3,6,9,0,0,0,0,0,2,57,5,5,4,3,3,,,,3,1,23,2,6,6,3,1,3.0,3.0,,2,2,2,2,2,,2,1,1.0,2,2,2,3,3,3,3,2,,,,,,,,3,3,2,2,2,1,3.0,20.0,3.0,,,,,,,,,,,,,,2,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,1,0
15436574119,1151,2,2,6,7,3,2,1,4,1,1,1,1,1,1.0,1.0,1.0,2,1,3,2,6,5,0,0,0,0,0,2,42,4,6,7,3,1,3.0,2.0,,3,2,19,2,6,6,3,3,,,,3,2,1,2,2,,2,2,,2,1,1,1,1,1,1,2,,,,,,,,2,3,2,2,2,1,3.0,14.0,2.0,,,,,,,,,,,,,,1,2,1,1,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,,,,,,,,,,,,,,,,1,1,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,1.0,0.0,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
49472301879,1945,2,2,6,7,1,4,1,3,1,1,1,1,1,1.0,1.0,1.0,4,4,5,3,7,5,0,0,0,0,0,2,50,5,3,3,3,1,3.0,1.0,1.0,3,1,19,2,6,4,8,2,,,,1,2,2,2,2,,2,2,,2,3,3,3,3,3,3,2,,,,,,,,2,3,2,2,2,1,3.0,17.0,1.0,2.0,,1.0,0.0,0.0,888.0,888.0,888.0,2.0,1.5,888.0,888.0,2.0,3,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
72938316208,2260,2,2,6,7,3,2,2,4,2,2,1,1,1,1.0,1.0,1.0,2,2,8,4,5,4,1,0,1,0,0,1,46,4,2,2,8,1,2.0,1.0,1.0,3,2,18,2,6,4,8,3,,,,2,2,2,2,1,2.0,2,2,,2,3,1,1,1,1,1,2,,,,,,,,3,3,2,2,2,1,3.0,15.0,3.0,,,,,,,,,,,,,,2,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,2,0
94787868569,523,2,2,6,7,3,2,1,4,2,2,2,2,1,1.0,2.0,1.0,2,1,2,1,2,7,0,0,0,0,0,1,19,2,1,3,8,1,3.0,2.0,,1,1,19,2,1,3,8,1,3.0,2.0,,4,1,1,2,1,2.0,2,2,,1,1,1,1,1,1,1,2,,,,,,,,3,3,2,2,2,1,3.0,13.0,3.0,,,,,,,,,,,,,,3,3,1,2,2,,,,,,,,,,,,,2,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,1,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,,,,,888,,,,2.0,,,,,,,,,,,,,,,2,0
13466783065,2092,2,2,6,7,1,2,2,4,1,1,1,1,1,2.0,1.0,1.0,2,2,4,4,4,5,1,0,0,1,0,2,48,4,1,3,3,1,3.0,1.0,1.0,3,1,19,2,6,4,8,1,3.0,3.0,,3,2,2,2,1,2.0,2,2,,2,3,3,3,3,3,3,1,3.0,17.0,2.0,,,2.0,,1,2,1,1,2,1,3.0,18.0,1.0,2.0,,2.0,0.0,0.0,888.0,888.0,888.0,2.0,888.0,888.0,888.0,2.0,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,,,,,,,,,,,,3,3,2,2,2,2,,,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,2,2,2,2,,,0.0,,2.0,2.0,888,,,,2.0,,,,,,,,,,,,,,,2,0
