,Unnamed: 0,fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
86759,7194,2023-05-05,Buenos Aires,Mujer,39.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86760,7195,2023-05-05,Buenos Aires,Mujer,37.0,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86761,7196,2023-05-05,Buenos Aires,Mujer,20.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
86762,7197,2023-05-05,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86763,7198,2023-05-05,Buenos Aires,Mujer,67.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86764,7199,2023-05-05,Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86765,7200,2023-05-06,Santa Fe,Mujer,42.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86766,7201,2023-05-06,Buenos Aires,Mujer,25.0,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86767,7202,2023-05-06,San Luis,Mujer,47.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86768,7203,2023-05-06,Neuquén,Mujer,21.0,Argentina,Si,No,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86769,7204,2023-05-06,Salta,Mujer,29.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86770,7205,2023-05-06,Santa Fe,Mujer,,Argentina,No,Si,No,No,No,No,No,No,No,Si,No,No,Otro,
86771,7206,2023-05-06,Santa Fe,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86772,7207,2023-05-06,Buenos Aires,Mujer,24.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86773,7208,2023-05-06,Mendoza,Mujer,,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86774,7209,2023-05-06,San Juan,Transgenero,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Mujer
86775,7210,2023-05-06,Santa Fe,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86776,7211,2023-05-06,Buenos Aires,Mujer,36.0,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86777,7212,2023-05-06,Buenos Aires,Mujer,17.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
86778,7213,2023-05-06,Santa Fe,Mujer,51.0,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86779,7214,2023-05-06,Santa Fe,Mujer,27.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86780,7215,2023-05-06,Chubut,Mujer,15.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
86781,7216,2023-05-06,Río Negro,Mujer,51.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86782,7217,2023-05-06,Tucumán,Mujer,5.0,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
86783,7218,2023-05-06,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86784,7219,2023-05-06,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86785,7220,2023-05-06,Mendoza,Mujer,21.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86786,7221,2023-05-06,Buenos Aires,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86787,7222,2023-05-06,Buenos Aires,Mujer,16.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Madre o tutor,Mujer
86788,7223,2023-05-06,Salta,Mujer,46.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86789,7224,2023-05-06,Mendoza,Mujer,47.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86790,7225,2023-05-06,Buenos Aires,Mujer,32.0,,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,
86791,7226,2023-05-06,Santa Fe,Mujer,35.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86792,7227,2023-05-06,Mendoza,Mujer,28.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86793,7228,2023-05-06,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86794,7229,2023-05-06,Mendoza,Mujer,20.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
86795,7230,2023-05-06,Neuquén,Mujer,28.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86796,7231,2023-05-06,Santa Fe,Varon,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Madre o tutor,Mujer
86797,7232,2023-05-06,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
86798,7233,2023-05-06,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86799,7234,2023-05-06,Jujuy,Mujer,30.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86800,7235,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,55.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
86801,7236,2023-05-06,Sin datos,Mujer,30.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
86802,7237,2023-05-06,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86803,7238,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,31.0,Boliviana,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
86804,7239,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86805,7240,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,22.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86806,7241,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,49.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86807,7242,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86808,7243,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,31.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86809,7244,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Colombiana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
86810,7245,2023-05-06,Sin datos,Mujer,44.0,,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
86811,7246,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86812,7247,2023-05-06,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86813,7248,2023-05-06,Buenos Aires,Mujer,24.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86814,7249,2023-05-06,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86815,7250,2023-05-06,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86816,7251,2023-05-06,Buenos Aires,Mujer,40.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86817,7252,2023-05-06,Buenos Aires,Mujer,37.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86818,7253,2023-05-06,Buenos Aires,Mujer,43.0,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
86819,7254,2023-05-06,Buenos Aires,Mujer,53.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86820,7255,2023-05-06,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86821,7256,2023-05-06,Buenos Aires,Mujer,33.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86822,7257,2023-05-06,Buenos Aires,Mujer,47.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86823,7258,2023-05-06,Buenos Aires,Mujer,47.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86824,7259,2023-05-06,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86825,7260,2023-05-06,Buenos Aires,Mujer,30.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86826,7261,2023-05-07,Corrientes,Mujer,33.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86827,7262,2023-05-07,Neuquén,Mujer,29.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
86828,7263,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,36.0,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
86829,7264,2023-05-07,Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86830,7265,2023-05-07,Buenos Aires,Mujer,35.0,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,
86831,7266,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,47.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86832,7267,2023-05-07,Mendoza,Mujer,22.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86833,7268,2023-05-07,Santa Fe,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86834,7269,2023-05-07,Salta,Mujer,44.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86835,7270,2023-05-07,Santa Fe,Mujer,39.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86836,7271,2023-05-07,Tucumán,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86837,7272,2023-05-07,Buenos Aires,Mujer,42.0,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
86838,7273,2023-05-07,Santa Fe,Mujer,29.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86839,7274,2023-05-07,Córdoba,Mujer,32.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,
86840,7275,2023-05-07,Córdoba,Mujer,20.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86841,7276,2023-05-07,Tucumán,Mujer,31.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86842,7277,2023-05-07,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86843,7278,2023-05-07,Tucumán,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86844,7279,2023-05-07,Misiones,Mujer,45.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86845,7280,2023-05-07,Santa Fe,Mujer,31.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86846,7281,2023-05-07,Córdoba,Mujer,50.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86847,7282,2023-05-07,Chaco,Mujer,35.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86848,7283,2023-05-07,Jujuy,Mujer,29.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86849,7284,2023-05-07,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86850,7285,2023-05-07,Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86851,7286,2023-05-07,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86852,7287,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86853,7288,2023-05-07,Sin datos,Varon,22.0,Argentina,No,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Varon
86854,7289,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
86855,7290,2023-05-07,Buenos Aires,Mujer,,,No,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
86856,7291,2023-05-07,Ciudad Autónoma de Buenos Aires,,22.0,,No,Si,No,No,No,No,No,No,No,No,No,Si,Otro,Varon
86857,7292,2023-05-07,Misiones,Mujer,45.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86858,7293,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,62.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86859,7294,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,45.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86860,7295,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,28.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86861,7296,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86862,7297,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86863,7298,2023-05-07,Ciudad Autónoma de Buenos Aires,Mujer Trans,,Argentina,Si,Si,No,No,No,No,Si,No,No,No,No,No,Otro,
86864,7299,2023-05-07,Buenos Aires,Mujer,28.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86865,7300,2023-05-07,Buenos Aires,Mujer,43.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86866,7301,2023-05-07,Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86867,7302,2023-05-07,Buenos Aires,Mujer,24.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86868,7303,2023-05-07,Buenos Aires,Mujer,26.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86869,7304,2023-05-07,Buenos Aires,Mujer,45.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86870,7305,2023-05-07,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86871,7306,2023-05-07,Buenos Aires,Mujer,33.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon
86872,7307,2023-05-07,Buenos Aires,Mujer,58.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86873,7308,2023-05-07,Buenos Aires,Mujer,23.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86874,7309,2023-05-07,Buenos Aires,Mujer,33.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86875,7310,2023-05-07,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86876,7311,2023-05-08,Santa Fe,Mujer,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86877,7312,2023-05-08,Tucumán,Mujer,58.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86878,7313,2023-05-08,Tucumán,Mujer,45.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86879,7314,2023-05-08,Jujuy,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86880,7315,2023-05-08,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
86881,7316,2023-05-08,Tucumán,Mujer,24.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
86882,7317,2023-05-08,Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
86883,7318,2023-05-08,Buenos Aires,Mujer,34.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86884,7319,2023-05-08,Mendoza,Mujer,33.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86885,7320,2023-05-08,Buenos Aires,Mujer,13.0,,Si,No,Si,No,No,No,No,No,No,No,No,No,Otro,
86886,7321,2023-05-08,Córdoba,Mujer,22.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86887,7322,2023-05-08,Chaco,Mujer,32.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86888,7323,2023-05-08,Córdoba,Mujer,43.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86889,7324,2023-05-08,Santa Fe,Mujer,43.0,,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
86890,7325,2023-05-08,Buenos Aires,Mujer,28.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86891,7326,2023-05-08,Tucumán,Mujer,27.0,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86892,7327,2023-05-08,Buenos Aires,Mujer,28.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86893,7328,2023-05-08,Tucumán,Mujer,20.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86894,7329,2023-05-08,Santa Fe,Mujer,29.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86895,7330,2023-05-08,Buenos Aires,Mujer,33.0,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86896,7331,2023-05-08,Buenos Aires,Mujer,30.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86897,7332,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
86898,7333,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86899,7334,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
86900,7335,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,66.0,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
86901,7336,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,34.0,Argentina,No,Si,No,Si,No,No,No,No,No,No,No,Si,Otro,Varon
86902,7337,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,26.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86903,7338,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86904,7339,2023-05-08,Ciudad Autónoma de Buenos Aires,,36.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,,
86905,7340,2023-05-08,Sin datos,,56.0,Uruguaya,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86906,7341,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,52.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86907,7342,2023-05-08,Ciudad Autónoma de Buenos Aires,,64.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86908,7343,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,
86909,7344,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,Si,Otro,
86910,7345,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86911,7346,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,58.0,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
86912,7347,2023-05-08,Ciudad Autónoma de Buenos Aires,Mujer,59.0,,No,Si,No,No,Si,No,No,No,No,No,No,Si,Otro,Varon
86913,7348,2023-05-08,Buenos Aires,Mujer,43.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86914,7349,2023-05-08,Buenos Aires,Mujer,31.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86915,7350,2023-05-08,Buenos Aires,Mujer,49.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86916,7351,2023-05-08,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86917,7352,2023-05-08,Buenos Aires,Mujer,41.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86918,7353,2023-05-08,Buenos Aires,Mujer,37.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86919,7354,2023-05-08,Buenos Aires,Mujer,63.0,,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
86920,7355,2023-05-08,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,Si,No,No,No,No,No,Ex pareja,
86921,7356,2023-05-08,Buenos Aires,Mujer,32.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86922,7357,2023-05-08,Buenos Aires,Mujer,39.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86923,7358,2023-05-08,Buenos Aires,Mujer,44.0,Peruana,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86924,7359,2023-05-08,Buenos Aires,Mujer,56.0,Uruguaya,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86925,7360,2023-05-08,Buenos Aires,Mujer,56.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86926,7361,2023-05-08,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86927,7362,2023-05-08,Buenos Aires,Mujer,36.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
86928,7363,2023-05-08,Buenos Aires,Mujer,55.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86929,7364,2023-05-08,Buenos Aires,Mujer,51.0,Peruana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86930,7365,2023-05-08,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
86931,7366,2023-05-09,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86932,7367,2023-05-09,Formosa,Mujer,39.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
86933,7368,2023-05-09,Buenos Aires,Mujer,44.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86934,7369,2023-05-09,Río Negro,Mujer,36.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86935,7370,2023-05-09,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
86936,7371,2023-05-09,Córdoba,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86937,7372,2023-05-09,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86938,7373,2023-05-09,Córdoba,Mujer,63.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86939,7374,2023-05-09,Corrientes,Mujer,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
86940,7375,2023-05-09,Córdoba,Mujer,24.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86941,7376,2023-05-09,Buenos Aires,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
86942,7377,2023-05-09,Tucumán,Mujer,34.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86943,7378,2023-05-09,Buenos Aires,Mujer,,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,
86944,7379,2023-05-09,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
86945,7380,2023-05-09,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
86946,7381,2023-05-09,Buenos Aires,Mujer,25.0,Uruguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86947,7382,2023-05-09,Tucumán,Mujer,38.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
86948,7383,2023-05-09,Tucumán,Mujer,38.0,,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
86949,7384,2023-05-09,Neuquén,Mujer,59.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
