Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],Riesgo
8.623,69.0,0.2,10.829959,Bajo
7.773,80.0,0.6,11.5199995,Bajo
7.323,82.0,0.2,7.729527,Bajo
6.823,82.0,0.0,8.587338,Bajo
6.2229996,83.0,0.0,9.19939,Bajo
5.7229996,86.0,0.1,9.227524,Bajo
6.2229996,89.0,0.4,9.659814,Bajo
7.323,85.0,0.0,14.578888,Moderado
8.623,75.0,0.0,19.770523,Moderado
9.172999,70.0,0.0,21.2522,Moderado
10.672999,57.0,0.0,21.26744,Alto
11.823,49.0,0.0,19.917469,Alto
12.123,46.0,0.0,18.532133,Moderado
11.973,45.0,0.0,18.129137,Moderado
10.422999,56.0,0.4,16.56,Moderado
10.172999,63.0,0.7,12.181625,Bajo
9.573,69.0,0.8,10.233123,Bajo
9.823,70.0,0.4,10.948973,Bajo
9.523,74.0,0.4,13.276144,Bajo
9.422999,75.0,0.3,12.7279215,Bajo
9.172999,76.0,0.2,12.475961,Bajo
9.273,84.0,0.5,8.854829,Bajo
9.023,87.0,0.2,9.449572,Bajo
9.073,83.0,0.1,15.192682,Moderado
8.723,70.0,0.0,25.683926,Alto
7.523,66.0,0.0,27.397867,Alto
6.573,68.0,0.0,22.7057,Moderado
6.1730003,74.0,0.0,16.575644,Moderado
5.9230003,76.0,0.0,15.517629,Moderado
5.9729996,74.0,0.0,16.23596,Moderado
6.273,72.0,0.0,16.700275,Moderado
7.2229996,66.0,0.0,20.969805,Moderado
8.023,58.0,0.0,25.699057,Alto
9.473,50.0,0.0,31.731092,Alto
10.073,49.0,0.0,31.68818,Alto
11.323,45.0,0.0,31.682047,Muy alto
11.473,45.0,0.1,32.76791,Muy alto
11.473,46.0,0.3,32.91983,Alto
11.273,45.0,0.2,33.617138,Alto
11.373,41.0,0.0,33.190357,Muy alto
11.273,39.0,0.0,31.427404,Muy alto
10.672999,41.0,0.0,30.0767,Alto
10.172999,43.0,0.0,28.766228,Alto
9.523,45.0,0.0,26.576681,Alto
8.672999,49.0,0.0,25.006397,Alto
7.6730003,53.0,0.0,20.633371,Alto
6.573,58.0,0.0,17.643673,Moderado
5.9230003,62.0,0.0,16.23596,Moderado
5.273,65.0,0.0,14.264361,Moderado
4.523,70.0,0.0,11.966953,Moderado
3.773,75.0,0.0,9.83268,Bajo
3.223,79.0,0.0,10.365251,Bajo
3.073,83.0,0.0,9.693296,Bajo
3.023,83.0,0.0,9.659814,Bajo
3.523,80.0,0.0,9.19939,Bajo
5.373,75.0,0.0,10.805998,Moderado
7.273,65.0,0.0,20.150354,Moderado
8.023,63.0,0.1,18.720001,Moderado
8.922999,58.0,0.3,19.855558,Moderado
9.223,59.0,0.4,21.273533,Moderado
10.223,56.0,0.4,20.858265,Moderado
11.723,51.0,0.2,21.868332,Moderado
11.873,50.0,0.2,24.144167,Moderado
12.172999,45.0,0.0,26.932714,Alto
11.823,45.0,0.4,29.899511,Alto
11.373,43.0,0.0,29.533169,Alto
11.023,41.0,0.0,28.30983,Alto
10.223,44.0,0.0,27.193705,Alto
9.172999,50.0,0.0,25.277023,Alto
8.422999,52.0,0.0,23.795427,Alto
7.4729996,55.0,0.0,19.134262,Moderado
7.123,60.0,0.0,15.496736,Moderado
6.823,66.0,0.0,13.797913,Moderado
6.4729996,74.0,0.0,14.578888,Moderado
6.2229996,78.0,0.0,14.707222,Moderado
5.9230003,79.0,0.0,14.386494,Moderado
6.4230003,81.0,0.1,14.973577,Moderado
6.573,79.0,0.1,15.629971,Moderado
6.873,81.0,0.1,15.459054,Moderado
7.623,80.0,0.1,16.299694,Moderado
8.723,75.0,0.0,21.261345,Moderado
10.473,65.0,0.1,24.379204,Alto
11.273,64.0,0.0,25.630886,Alto
12.023,61.0,0.0,24.216522,Alto
13.323,57.0,0.0,26.882141,Alto
13.323,61.0,0.2,25.812277,Moderado
14.223,58.0,0.0,25.099514,Alto
15.023,53.0,0.0,26.168804,Alto
15.823,51.0,0.0,27.36947,Alto
15.723,50.0,0.0,27.551172,Alto
14.623,53.0,0.0,23.576563,Alto
13.672999,58.0,0.0,20.163212,Moderado
12.973,64.0,0.0,17.811815,Moderado
12.672999,71.0,0.1,13.089354,Moderado
11.973,77.0,0.1,14.05845,Moderado
11.373,83.0,0.0,14.021525,Moderado
11.223,82.0,0.0,17.377226,Moderado
11.273,80.0,0.0,19.376562,Moderado
11.373,79.0,0.0,20.073025,Moderado
11.422999,75.0,0.0,18.775303,Moderado
11.473,74.0,0.0,18.58451,Moderado
11.523,72.0,0.0,18.532135,Moderado
11.473,72.0,0.0,17.782686,Moderado
11.723,73.0,0.1,19.171478,Moderado
11.973,74.0,0.3,20.08916,Moderado
13.172999,69.0,0.3,20.65848,Moderado
13.323,70.0,0.5,18.11841,Moderado
13.172999,73.0,1.0,16.595179,Bajo
13.123,76.0,1.5,18.416384,Moderado
13.323,75.0,1.0,16.981165,Bajo
13.922999,73.0,0.4,17.64,Moderado
14.273,72.0,0.4,19.13426,Moderado
14.922999,71.0,0.6,17.418196,Moderado
15.123,73.0,0.9,18.35647,Moderado
14.523,73.0,0.8,18.171976,Moderado
13.823,78.0,0.9,15.192682,Bajo
13.273,81.0,0.9,12.287555,Bajo
13.073,81.0,0.8,12.413477,Bajo
12.873,78.0,0.5,16.08761,Bajo
12.573,77.0,0.4,17.373497,Bajo
12.123,76.0,0.2,18.218275,Moderado
11.773,75.0,0.1,21.096123,Moderado
11.323,70.0,0.0,25.537172,Alto
10.573,68.0,0.0,26.474077,Alto
9.623,70.0,0.0,23.667091,Alto
8.922999,74.0,0.0,21.325253,Moderado
8.922999,75.0,0.0,22.702845,Moderado
9.573,71.0,0.0,25.630886,Alto
10.323,66.0,0.0,27.343414,Alto
11.023,58.0,0.0,27.0024,Alto
12.023,51.0,0.0,27.009598,Alto
11.823,52.0,0.0,27.729347,Alto
11.773,52.0,0.5,25.922499,Moderado
13.023,43.0,0.0,27.117346,Alto
12.623,41.0,0.0,27.193705,Alto
12.773,43.0,0.0,29.168886,Alto
12.823,43.0,0.0,28.291512,Alto
12.922999,42.0,0.0,28.820242,Alto
12.273,46.0,0.0,28.33957,Alto
11.523,52.0,0.0,28.01531,Alto
11.023,55.0,0.0,30.267845,Alto
10.323,60.0,0.0,25.762016,Alto
9.523,65.0,0.1,24.26998,Alto
9.223,65.0,0.0,23.277834,Alto
8.873,66.0,0.0,23.185787,Alto
8.523,69.0,0.0,20.46941,Moderado
8.573,68.0,0.0,20.63023,Moderado
8.273,70.0,0.0,21.659916,Moderado
7.9729996,74.0,0.0,20.150354,Moderado
7.373,78.0,0.0,18.671474,Moderado
7.2229996,76.0,0.0,19.721298,Moderado
7.523,72.0,0.0,22.086521,Moderado
8.573,59.0,0.0,23.688984,Alto
10.023,49.0,0.0,24.387177,Alto
10.573,47.0,0.0,24.29133,Alto
11.422999,42.0,0.0,23.499481,Alto
11.573,39.0,0.0,24.933735,Alto
11.273,41.0,0.0,26.302181,Alto
11.573,42.0,0.0,25.60053,Alto
12.223,40.0,0.0,24.122683,Alto
12.523,41.0,0.0,24.482647,Alto
13.422999,39.0,0.0,23.042812,Alto
13.723,35.0,0.0,22.751316,Alto
13.172999,36.0,0.0,21.605999,Alto
12.473,39.0,0.0,20.898611,Alto
11.473,45.0,0.0,16.039202,Moderado
10.623,50.0,0.0,11.043261,Moderado
9.422999,56.0,0.0,8.161764,Moderado
8.422999,64.0,0.0,8.669949,Moderado
8.073,69.0,0.0,9.422101,Moderado
8.123,71.0,0.0,10.296251,Moderado
8.422999,73.0,0.0,13.584932,Moderado
8.672999,68.0,0.0,18.193361,Moderado
8.473,71.0,0.0,16.923828,Moderado
8.823,72.0,0.0,15.778518,Moderado
9.773,68.0,0.0,16.263872,Moderado
10.922999,62.0,0.0,20.65848,Moderado
11.672999,54.0,0.0,19.296133,Moderado
12.922999,48.0,0.0,21.129885,Alto
13.873,44.0,0.0,21.841648,Alto
14.223,43.0,0.0,22.380884,Alto
15.073,41.0,0.0,21.129883,Alto
15.672999,39.0,0.0,21.629978,Alto
16.073,39.0,0.0,20.966715,Alto
16.023,42.0,0.0,20.858265,Alto
16.273,43.0,0.0,19.191748,Alto
16.723001,42.0,0.0,18.35647,Alto
16.923,40.0,0.0,18.057508,Alto
16.373001,43.0,0.0,13.797913,Moderado
15.773,46.0,0.0,9.504272,Moderado
14.073,53.0,0.0,6.9153743,Moderado
12.723,60.0,0.0,5.991594,Bajo
12.023,64.0,0.0,4.1046314,Bajo
11.073,69.0,0.0,3.8773184,Bajo
10.422999,73.0,0.0,2.5959969,Bajo
9.473,75.0,0.0,1.8,Bajo
8.973,76.0,0.0,1.08,Bajo
8.773,78.0,0.0,2.3051248,Bajo
9.023,79.0,0.0,1.835647,Bajo
9.623,80.0,0.0,2.3051248,Bajo
11.023,75.0,0.0,3.6179552,Bajo
13.623,62.0,0.0,7.754637,Moderado
14.723,46.0,0.0,14.113652,Moderado
15.473,42.0,0.0,16.179987,Moderado
17.023,39.0,0.0,15.463246,Moderado
17.873001,39.0,0.0,15.192682,Moderado
18.323,37.0,0.0,15.39184,Moderado
19.223001,34.0,0.0,18.94024,Alto
19.523,32.0,0.0,17.414476,Alto
19.723001,31.0,0.0,14.973576,Moderado
19.773,31.0,0.0,13.397612,Moderado
19.273,34.0,0.0,13.324863,Moderado
18.423,36.0,0.0,9.72,Moderado
17.573,39.0,0.0,5.95906,Moderado
15.873,48.0,0.0,4.452954,Bajo
14.723,52.0,0.0,5.1544156,Bajo
14.123,55.0,0.0,3.96,Bajo
13.023,59.0,0.0,3.8939953,Bajo
11.873,63.0,0.0,4.2136917,Bajo
10.273,71.0,0.0,7.771331,Bajo
9.723,79.0,0.0,11.631956,Moderado
8.672999,89.0,0.0,12.303366,Bajo
8.422999,90.0,0.0,13.237039,Moderado
9.323,83.0,0.0,15.827721,Moderado
10.773,75.0,0.0,16.343367,Moderado
12.023,73.0,0.0,17.015474,Moderado
13.573,71.0,0.0,18.35647,Moderado
13.623,75.0,0.0,15.629971,Moderado
12.672999,85.0,0.0,11.440979,Bajo
13.773,82.0,1.3,6.28713,Bajo
14.422999,82.0,0.9,4.3349743,Bajo
14.973,79.0,0.0,5.0142193,Bajo
15.073,81.0,0.9,3.396233,Bajo
15.723,78.0,0.4,4.379589,Bajo
16.873001,73.0,0.0,1.8,Bajo
17.323,71.0,0.0,3.396233,Bajo
17.273,71.0,0.0,1.8,Bajo
15.523,86.0,0.1,8.587338,Bajo
13.823,95.0,0.7,8.373386,Bajo
12.873,96.0,0.2,6.924738,Bajo
12.172999,97.0,0.0,5.4119864,Bajo
11.773,99.0,0.0,6.924738,Bajo
11.573,99.0,0.0,7.6367526,Bajo
10.672999,99.0,0.0,8.350138,Bajo
10.473,99.0,0.0,11.252519,Bajo
9.973,100.0,0.0,13.138765,Bajo
9.723,100.0,0.1,14.685176,Bajo
9.773,100.0,0.0,14.764389,Bajo
9.973,100.0,0.0,15.137133,Moderado
10.123,98.0,0.0,17.81909,Moderado
10.672999,95.0,0.0,19.829433,Moderado
11.773,87.0,0.0,20.570463,Moderado
12.473,84.0,0.0,20.240196,Moderado
13.323,80.0,0.0,18.888851,Moderado
14.323,77.0,0.0,18.64369,Moderado
15.273,73.0,0.0,15.778518,Moderado
15.523,72.0,0.0,9.178235,Bajo
16.423,67.0,0.8,1.2979984,Bajo
16.123001,70.0,0.3,7.7043357,Bajo
14.422999,81.0,1.8,19.319628,Moderado
13.323,74.0,0.2,23.83896,Moderado
13.073,78.0,0.0,21.53089,Moderado
11.422999,78.0,0.0,20.730501,Moderado
10.573,81.0,0.0,18.899143,Moderado
10.823,82.0,0.0,18.345877,Moderado
10.922999,83.0,0.0,15.629972,Moderado
10.873,77.0,0.0,24.087738,Moderado
10.422999,87.0,0.6,17.015474,Bajo
10.172999,81.0,1.0,21.096123,Moderado
9.723,79.0,0.6,21.120682,Moderado
9.172999,74.0,0.5,18.556595,Moderado
9.523,68.0,0.1,19.33639,Moderado
9.523,63.0,0.0,22.59699,Alto
9.172999,60.0,0.0,22.884789,Alto
9.422999,56.0,0.0,25.537172,Alto
10.223,48.0,0.0,25.49908,Alto
10.223,44.0,0.0,27.859905,Alto
11.672999,38.0,0.0,30.376833,Muy alto
12.073,36.0,0.0,30.05515,Muy alto
12.323,38.0,0.0,27.666182,Alto
12.273,39.0,0.0,27.169865,Alto
11.922999,40.0,0.0,26.302181,Alto
11.473,42.0,0.0,25.140787,Alto
11.073,42.0,0.0,24.312662,Alto
10.373,45.0,0.0,22.73707,Alto
9.523,46.0,0.0,20.393293,Alto
8.723,54.0,0.0,14.264361,Moderado
8.373,63.0,0.0,11.570515,Moderado
8.773,69.0,0.0,11.384199,Moderado
9.023,72.0,0.0,11.592895,Moderado
9.023,77.0,0.0,11.298495,Moderado
8.973,79.0,0.0,11.983188,Moderado
9.123,79.0,0.0,11.298495,Moderado
9.123,84.0,0.1,10.966713,Bajo
9.373,86.0,0.0,11.27553,Bajo
9.823,85.0,0.0,12.397806,Moderado
10.273,84.0,0.0,14.84318,Moderado
11.123,82.0,0.0,14.039999,Moderado
11.523,80.0,0.0,15.256526,Moderado
12.323,77.0,0.0,19.211996,Moderado
12.922999,75.0,0.0,22.45315,Moderado
14.523,68.0,0.0,27.77838,Alto
15.273,65.0,0.0,30.018473,Alto
15.172999,57.0,0.0,33.40055,Muy alto
15.422999,43.0,0.0,34.94968,Muy alto
14.123,46.0,0.0,35.39186,Muy alto
13.123,51.0,0.0,33.202072,Muy alto
11.823,57.0,0.0,32.37999,Alto
10.873,61.0,0.0,29.5551,Alto
10.473,62.0,0.0,28.1169,Alto
9.672999,68.0,0.0,29.522196,Alto
9.023,72.0,0.0,28.442278,Alto
8.623,72.0,0.0,27.729347,Alto
8.273,71.0,0.0,29.934166,Alto
7.873,70.0,0.0,28.100763,Alto
7.4729996,69.0,0.0,25.922499,Alto
7.123,71.0,0.0,26.302181,Alto
6.873,72.0,0.0,25.919998,Alto
7.023,71.0,0.0,27.36947,Alto
7.773,67.0,0.0,27.757376,Alto
8.973,61.0,0.0,29.381382,Alto
10.723,50.0,0.0,31.722921,Alto
11.773,45.0,0.0,31.427404,Muy alto
12.922999,41.0,0.0,31.782108,Muy alto
13.973,37.0,0.0,31.667723,Muy alto
14.422999,37.0,0.0,30.811037,Muy alto
15.223,35.0,0.0,28.449112,Alto
16.173,34.0,0.0,26.319422,Alto
16.573,34.0,0.0,25.099514,Alto
16.473001,35.0,0.0,24.717085,Alto
16.223,35.0,0.0,23.749088,Alto
15.672999,36.0,0.0,21.41319,Alto
14.723,38.0,0.0,18.86139,Alto
14.123,42.0,0.0,14.33234,Moderado
12.672999,48.0,0.0,10.30883,Moderado
10.973,57.0,0.0,8.089993,Moderado
10.023,60.0,0.0,6.4096174,Bajo
9.422999,61.0,0.0,5.8603754,Bajo
9.023,65.0,0.0,6.28713,Bajo
8.422999,76.0,0.2,8.707238,Bajo
8.123,75.0,0.0,1.8,Bajo
7.7229996,81.0,0.4,3.9763298,Bajo
7.7229996,80.0,0.7,6.0347,Bajo
7.9230003,80.0,0.7,9.885262,Bajo
8.773,76.0,0.3,15.696165,Bajo
11.223,60.0,0.3,27.09822,Moderado
11.823,51.0,0.0,32.43398,Muy alto
12.223,50.0,0.0,29.024128,Alto
11.373,56.0,0.5,30.633865,Alto
11.473,55.0,0.4,36.367126,Alto
11.823,48.0,0.0,40.54118,Muy alto
10.973,51.0,0.0,42.525738,Muy alto
10.123,50.0,0.0,39.562347,Muy alto
10.273,45.0,0.0,39.162308,Muy alto
9.623,44.0,0.0,35.864742,Muy alto
8.723,47.0,0.0,33.033802,Muy alto
7.823,51.0,0.0,30.735231,Alto
7.073,58.0,0.0,29.070974,Alto
5.9230003,65.0,0.0,27.038372,Alto
5.2229996,69.0,0.0,26.282465,Alto
4.823,70.0,0.0,25.20257,Alto
4.573,70.0,0.0,24.842607,Alto
4.273,70.0,0.0,25.570139,Alto
3.823,74.0,0.0,24.850431,Alto
3.623,75.0,0.0,24.522316,Moderado
3.573,75.0,0.0,25.223133,Alto
3.723,72.0,0.0,24.850431,Alto
4.573,67.0,0.0,26.64,Alto
5.773,60.0,0.0,27.757376,Alto
7.023,56.0,0.0,29.339449,Alto
7.623,52.0,0.1,30.926489,Alto
8.323,52.0,0.1,31.353085,Alto
9.172999,50.0,0.2,31.259941,Alto
9.523,48.0,0.3,32.587456,Alto
9.873,48.0,0.4,33.3792,Alto
10.123,48.0,0.3,34.17157,Alto
10.172999,46.0,0.2,33.697998,Alto
9.922999,46.0,0.0,33.96233,Muy alto
9.523,46.0,0.0,33.092598,Muy alto
8.773,47.0,0.0,31.765793,Muy alto
7.873,51.0,0.0,29.882166,Alto
6.873,55.0,0.0,28.58545,Alto
5.873,60.0,0.0,25.772078,Alto
5.323,64.0,0.0,24.798225,Alto
5.073,67.0,0.0,23.933907,Alto
4.873,67.0,0.0,22.725668,Moderado
4.773,67.0,0.0,20.880001,Moderado
4.4230003,71.0,0.0,17.873556,Moderado
4.373,73.0,0.0,16.179985,Moderado
4.523,78.0,0.0,13.441071,Moderado
4.9230003,83.0,0.0,13.37825,Moderado
5.4230003,81.0,0.1,17.782688,Moderado
5.4230003,82.0,0.5,16.923828,Bajo
5.2229996,84.0,0.7,18.59845,Bajo
5.773,81.0,0.7,18.335276,Bajo
6.073,78.0,0.7,20.421871,Moderado
7.1730003,76.0,0.6,20.61766,Moderado
8.422999,74.0,0.3,22.427162,Moderado
9.773,74.0,0.2,29.44307,Moderado
9.922999,78.0,0.0,21.068459,Moderado
10.523,81.0,0.0,23.263912,Moderado
11.323,79.0,0.3,31.421213,Moderado
11.422999,74.0,0.1,34.606842,Alto
10.373,73.0,0.1,37.123665,Muy alto
9.773,73.0,0.0,35.68542,Alto
9.172999,72.0,0.0,38.329437,Muy alto
7.773,65.0,0.0,35.281837,Muy alto
6.773,70.0,0.0,33.549606,Alto
6.073,72.0,0.0,34.966362,Alto
5.573,71.0,0.0,37.883907,Muy alto
5.2229996,73.0,0.0,38.221085,Muy alto
5.373,70.0,0.0,36.47388,Muy alto
5.2229996,73.0,0.0,37.16553,Muy alto
5.123,73.0,0.0,37.550602,Muy alto
5.273,73.0,0.0,37.815426,Muy alto
5.9230003,70.0,0.0,38.96158,Muy alto
6.573,68.0,0.0,42.3792,Muy alto
7.2229996,70.0,0.2,45.05756,Muy alto
8.073,64.0,0.0,48.786304,Muy alto
9.023,63.0,0.0,48.885822,Muy alto
9.823,60.0,0.0,49.951862,Extremo
10.523,59.0,0.0,50.907867,Extremo
10.422999,62.0,0.1,51.13521,Extremo
10.373,61.0,0.1,52.441505,Extremo
9.723,64.0,0.1,49.89605,Muy alto
9.573,65.0,0.1,48.117603,Muy alto
9.323,64.0,0.0,46.40091,Muy alto
8.873,66.0,0.0,44.39546,Muy alto
8.023,68.0,0.0,43.09487,Muy alto
7.6730003,68.0,0.0,40.908737,Muy alto
6.7229996,72.0,0.0,38.535137,Muy alto
6.4230003,74.0,0.0,36.72706,Muy alto
6.2229996,76.0,0.0,37.441727,Muy alto
5.9729996,76.0,0.0,37.44,Muy alto
5.823,76.0,0.0,36.016193,Alto
5.9230003,76.0,0.0,33.908863,Alto
5.9729996,75.0,0.0,33.24498,Alto
5.9729996,75.0,0.0,33.1376,Alto
5.9230003,73.0,0.0,31.698402,Alto
6.323,74.0,0.0,33.121956,Alto
7.1730003,69.0,0.0,36.06474,Muy alto
8.023,63.0,0.0,39.014767,Muy alto
9.323,57.0,0.0,41.393738,Muy alto
10.273,56.0,0.0,37.777702,Muy alto
11.023,54.0,0.0,37.47114,Muy alto
11.773,50.0,0.0,37.54543,Muy alto
12.422999,46.0,0.0,37.798286,Muy alto
12.672999,47.0,0.0,39.9097,Muy alto
12.373,42.0,0.0,40.75798,Muy alto
11.623,42.0,0.0,38.80159,Muy alto
11.073,41.0,0.0,35.127216,Muy alto
10.523,43.0,0.0,32.957207,Muy alto
9.823,51.0,0.0,30.124065,Alto
9.172999,54.0,0.0,27.181787,Alto
7.9230003,58.0,0.0,22.148045,Alto
6.9729996,66.0,0.0,17.643673,Moderado
6.273,75.0,0.0,14.917212,Moderado
5.873,80.0,0.0,13.849477,Moderado
5.7229996,83.0,0.0,14.386494,Moderado
5.4729996,84.0,0.0,17.174677,Moderado
5.6730003,85.0,0.0,16.299694,Moderado
5.773,84.0,0.0,14.081477,Moderado
5.823,84.0,0.0,11.019764,Bajo
6.7229996,81.0,0.0,7.145796,Bajo
8.123,73.0,0.0,7.9932966,Bajo
9.573,66.0,0.0,10.495713,Moderado
10.223,58.0,0.0,14.917212,Moderado
10.973,56.0,0.0,17.782688,Moderado
10.922999,57.0,0.3,22.782625,Moderado
10.823,56.0,0.2,21.479664,Moderado
10.172999,61.0,0.4,20.633371,Moderado
10.523,70.0,0.5,27.059933,Moderado
10.073,78.0,1.1,22.473343,Moderado
10.422999,82.0,1.5,15.978484,Bajo
11.123,81.0,0.3,10.24578,Bajo
11.172999,84.0,0.3,12.074766,Bajo
11.223,89.0,0.6,11.983188,Bajo
11.922999,63.0,0.1,22.90743,Alto
10.373,61.0,0.0,32.409996,Alto
8.623,69.0,0.0,37.84283,Muy alto
7.2229996,71.0,0.1,40.78182,Muy alto
6.573,71.0,0.0,39.014767,Muy alto
6.4230003,70.0,0.0,38.687855,Muy alto
6.523,74.0,0.0,37.254345,Muy alto
6.323,75.0,0.0,36.47388,Alto
6.273,76.0,0.0,34.94968,Alto
6.4729996,75.0,0.0,33.190357,Alto
7.323,73.0,0.0,32.527744,Alto
8.223,68.0,0.0,36.361782,Muy alto
9.623,62.0,0.0,30.274265,Alto
9.672999,65.0,0.1,27.645092,Alto
10.473,57.0,0.0,29.795301,Alto
10.723,56.0,0.0,28.348713,Alto
10.273,60.0,0.1,30.77737,Alto
10.623,59.0,0.2,33.53415,Alto
10.123,65.0,0.5,36.982006,Alto
10.172999,67.0,0.6,36.145504,Alto
10.373,65.0,0.2,41.33734,Alto
10.823,62.0,0.1,38.773186,Muy alto
10.523,69.0,0.1,38.526726,Muy alto
9.773,75.0,0.4,31.222609,Moderado
9.672999,72.0,0.1,35.413826,Alto
8.773,72.0,0.1,32.489876,Alto
8.173,74.0,0.0,31.421213,Alto
7.7229996,76.0,0.1,32.142982,Alto
7.323,74.0,0.0,32.058193,Alto
6.9729996,73.0,0.0,30.78368,Alto
6.9729996,72.0,0.0,28.174456,Alto
6.4729996,72.0,0.0,28.66694,Alto
6.073,71.0,0.0,28.856194,Alto
5.773,71.0,0.0,30.05515,Alto
6.123,68.0,0.0,31.394394,Alto
6.573,66.0,0.0,34.217045,Alto
7.623,62.0,0.1,41.76155,Muy alto
8.273,59.0,0.0,45.005756,Muy alto
8.623,61.0,0.1,45.372852,Muy alto
8.922999,63.0,0.2,46.912018,Muy alto
9.973,60.0,0.2,45.680298,Muy alto
10.573,54.0,0.0,47.373863,Muy alto
11.023,53.0,0.0,52.319035,Extremo
10.523,56.0,0.0,48.462475,Muy alto
10.422999,53.0,0.0,49.33182,Extremo
10.073,51.0,0.0,47.771606,Extremo
9.172999,52.0,0.0,42.609463,Muy alto
8.173,57.0,0.0,39.67847,Muy alto
7.273,66.0,0.0,38.403748,Muy alto
5.9230003,71.0,0.0,34.201893,Alto
5.573,77.0,0.0,30.293522,Alto
5.623,80.0,0.0,32.283787,Alto
5.523,80.0,0.0,31.487139,Alto
5.623,82.0,0.0,29.070974,Alto
6.123,83.0,0.0,32.789658,Alto
6.6730003,84.0,0.0,34.2303,Alto
6.7229996,79.0,0.0,37.916393,Muy alto
6.4230003,58.0,0.0,38.023907,Muy alto
6.623,60.0,0.0,38.332817,Muy alto
7.323,58.0,0.0,38.723015,Muy alto
8.023,58.0,0.0,41.213318,Muy alto
8.922999,50.0,0.0,40.877045,Muy alto
9.823,47.0,0.0,41.787918,Muy alto
10.273,45.0,0.0,42.785507,Muy alto
11.023,38.0,0.0,43.118923,Muy alto
10.873,38.0,0.0,44.813854,Muy alto
11.123,39.0,0.0,43.99076,Muy alto
11.023,39.0,0.0,43.189495,Muy alto
10.422999,42.0,0.0,40.998924,Muy alto
10.323,46.0,0.0,36.896046,Muy alto
9.623,49.0,0.0,35.27449,Muy alto
8.873,50.0,0.0,33.46645,Muy alto
7.873,59.0,0.0,27.021591,Alto
6.773,70.0,0.1,21.38897,Moderado
6.073,78.0,0.4,15.379206,Bajo
5.823,86.0,1.0,7.754637,Bajo
5.7229996,90.0,0.9,1.2979984,Bajo
5.823,90.0,0.3,2.5455842,Bajo
6.023,93.0,0.0,12.0694,Bajo
7.4729996,92.0,0.0,21.67487,Moderado
9.273,81.0,0.0,36.028786,Alto
9.473,76.0,0.0,42.126152,Muy alto
9.473,74.0,0.0,42.48,Muy alto
10.073,69.0,0.0,42.021423,Muy alto
11.273,57.0,0.0,42.9729,Muy alto
11.023,51.0,0.0,41.742928,Muy alto
11.473,46.0,0.0,38.848316,Muy alto
11.723,43.0,0.0,36.43655,Muy alto
11.973,41.0,0.0,35.455887,Muy alto
12.023,39.0,0.0,34.137413,Muy alto
11.973,38.0,0.0,34.131718,Muy alto
11.873,37.0,0.0,30.911821,Muy alto
11.422999,38.0,0.0,27.231804,Alto
10.823,40.0,0.0,23.469128,Alto
10.123,42.0,0.0,19.734436,Alto
9.323,45.0,0.0,15.986595,Moderado
8.623,48.0,0.0,14.05845,Moderado
8.073,52.0,0.0,11.119281,Moderado
6.323,63.0,0.8,10.703569,Bajo
4.623,78.0,2.0,10.105681,Bajo
4.323,83.0,2.1,11.298495,Bajo
4.523,88.0,2.1,10.086427,Bajo
4.223,91.0,2.6,12.864649,Bajo
4.373,93.0,0.6,13.246826,Bajo
3.823,91.0,0.0,14.168641,Moderado
3.673,90.0,0.0,10.787993,Bajo
3.973,88.0,0.0,6.4799995,Bajo
4.523,88.0,0.0,4.0249224,Bajo
6.073,91.0,0.0,6.130579,Bajo
6.9729996,89.0,0.0,5.95906,Bajo
9.123,90.0,0.0,7.5942073,Bajo
11.573,86.0,0.0,9.9571085,Bajo
13.672999,76.0,0.0,17.555305,Moderado
15.073,70.0,0.0,19.523155,Moderado
15.123,74.0,0.4,12.88981,Bajo
14.073,83.0,1.3,21.599998,Moderado
13.623,87.0,2.1,21.794127,Moderado
13.473,88.0,2.6,17.339897,Bajo
13.723,89.0,0.9,13.5515,Bajo
14.223,85.0,0.3,15.484185,Bajo
14.323,85.0,0.1,12.287555,Moderado
14.373,84.0,0.7,13.493999,Bajo
14.172999,77.0,1.0,29.655787,Moderado
12.973,74.0,0.0,30.158459,Alto
11.823,68.0,0.0,28.835976,Alto
9.973,63.0,0.0,25.982424,Alto
9.723,66.0,0.0,21.605999,Moderado
9.073,68.0,0.0,21.605999,Moderado
8.323,69.0,0.0,19.296133,Moderado
7.873,68.0,0.0,19.493261,Moderado
8.223,64.0,0.0,19.602652,Moderado
9.223,59.0,0.0,24.967499,Alto
10.623,55.0,0.0,24.122683,Alto
11.473,51.0,0.0,23.759998,Alto
12.073,50.0,0.0,22.392462,Alto
13.073,45.0,0.0,21.67487,Alto
13.922999,43.0,0.0,20.966715,Alto
14.973,39.0,0.0,20.65848,Alto
16.373001,32.0,0.0,20.61766,Alto
16.923,33.0,0.0,21.413193,Alto
16.023,35.0,0.0,23.277834,Alto
15.273,39.0,0.0,20.883102,Alto
14.973,41.0,0.0,17.10284,Moderado
14.523,45.0,0.0,15.530151,Moderado
14.123,48.0,0.0,10.195057,Moderado
13.073,56.0,0.1,6.1305785,Bajo
12.223,62.0,0.0,4.2136917,Bajo
11.473,68.0,0.0,4.0249224,Bajo
10.773,72.0,0.0,5.0528407,Bajo
10.823,71.0,0.0,3.6,Bajo
